# ---------------------------------- WARNING ----------------------------------------,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,
# have not received Director's approval and as such are provisional and subject to,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,
#,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2012-01-11 22:44:35 EST       (vaww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 07134180 ARKANSAS RIVER NEAR GRANADA, CO.",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 07134180,,,,
#    DD parameter statistic   Description,,,,
"#    04   00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output: ,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,
#     P  Provisional data subject to revision.  ,,,,
#     e  Value has been estimated.  ,,,,
# ,,,,
agency_cd,site_no,datetime,04_00060_00003,04_00060_00003_cd
USGS,7134180,5/22/1999,2650,A
USGS,7134180,5/23/1999,2650,A
USGS,7134180,5/24/1999,2680,A
USGS,7134180,5/25/1999,2730,A
USGS,7134180,5/26/1999,2600,A
USGS,7134180,5/27/1999,2430,A
USGS,7134180,5/28/1999,2710,A
USGS,7134180,5/29/1999,2710,A
USGS,7134180,5/30/1999,2710,A
USGS,7134180,5/31/1999,2640,A
USGS,7134180,6/1/1999,2600,A
USGS,7134180,6/2/1999,2570,A
USGS,7134180,6/3/1999,2590,A
USGS,7134180,6/4/1999,2640,A
USGS,7134180,6/5/1999,2720,A
USGS,7134180,6/6/1999,2690,A
USGS,7134180,6/7/1999,2780,A
USGS,7134180,6/8/1999,2770,A
USGS,7134180,6/9/1999,2720,A
USGS,7134180,6/10/1999,2700,A
USGS,7134180,6/11/1999,2470,A
USGS,7134180,6/12/1999,2440,A
USGS,7134180,6/13/1999,2250,A
USGS,7134180,6/14/1999,2070,A
USGS,7134180,6/15/1999,1980,A
USGS,7134180,6/16/1999,1910,A
USGS,7134180,6/17/1999,1750,A
USGS,7134180,6/18/1999,1640,A
USGS,7134180,6/19/1999,1590,A
USGS,7134180,6/20/1999,1570,A
USGS,7134180,6/21/1999,1590,A
USGS,7134180,6/22/1999,1580,A
USGS,7134180,6/23/1999,1550,A
USGS,7134180,6/24/1999,1480,A
USGS,7134180,6/25/1999,1380,A
USGS,7134180,6/26/1999,1210,A
USGS,7134180,6/27/1999,1050,A
USGS,7134180,6/28/1999,1010,A
USGS,7134180,6/29/1999,1220,A
USGS,7134180,6/30/1999,1420,A
USGS,7134180,7/1/1999,1410,A
USGS,7134180,7/2/1999,1230,A
USGS,7134180,7/3/1999,851,A
USGS,7134180,7/4/1999,559,A
USGS,7134180,7/5/1999,476,A
USGS,7134180,7/6/1999,409,A
USGS,7134180,7/7/1999,316,A
USGS,7134180,7/8/1999,257,A
USGS,7134180,7/9/1999,381,A
USGS,7134180,7/10/1999,634,A
USGS,7134180,7/11/1999,674,A
USGS,7134180,7/12/1999,654,A
USGS,7134180,7/13/1999,612,A
USGS,7134180,7/14/1999,558,A
USGS,7134180,7/15/1999,528,A
USGS,7134180,7/16/1999,630,A
USGS,7134180,7/17/1999,810,A
USGS,7134180,7/18/1999,760,A
USGS,7134180,7/19/1999,695,A
USGS,7134180,7/20/1999,625,A
USGS,7134180,7/21/1999,587,A
USGS,7134180,7/22/1999,579,A
USGS,7134180,7/23/1999,570,A
USGS,7134180,7/24/1999,586,A
USGS,7134180,7/25/1999,608,A
USGS,7134180,7/26/1999,618,A
USGS,7134180,7/27/1999,615,A
USGS,7134180,7/28/1999,657,A
USGS,7134180,7/29/1999,721,A
USGS,7134180,7/30/1999,730,A
USGS,7134180,7/31/1999,817,A
USGS,7134180,8/1/1999,1310,A
USGS,7134180,8/2/1999,1510,A
USGS,7134180,8/3/1999,779,A
USGS,7134180,8/4/1999,465,A
USGS,7134180,8/5/1999,416,A
USGS,7134180,8/6/1999,353,A
USGS,7134180,8/7/1999,285,A
USGS,7134180,8/8/1999,262,A
USGS,7134180,8/9/1999,470,A
USGS,7134180,8/10/1999,1040,A
USGS,7134180,8/11/1999,1450,A
USGS,7134180,8/12/1999,1790,A
USGS,7134180,8/13/1999,1910,A
USGS,7134180,8/14/1999,1990,A
USGS,7134180,8/15/1999,1970,A
USGS,7134180,8/16/1999,1920,A
USGS,7134180,8/17/1999,1620,A
USGS,7134180,8/18/1999,822,A
USGS,7134180,8/19/1999,486,A
USGS,7134180,8/20/1999,386,A
USGS,7134180,8/21/1999,355,A
USGS,7134180,8/22/1999,345,A
USGS,7134180,8/23/1999,310,A
USGS,7134180,8/24/1999,273,A
USGS,7134180,8/25/1999,252,A
USGS,7134180,8/26/1999,232,A
USGS,7134180,8/27/1999,220,A
USGS,7134180,8/28/1999,210,A
USGS,7134180,8/29/1999,199,A
USGS,7134180,8/30/1999,193,A
USGS,7134180,8/31/1999,204,A
USGS,7134180,9/1/1999,184,A
USGS,7134180,9/2/1999,151,A
USGS,7134180,9/3/1999,123,A
USGS,7134180,9/4/1999,117,A
USGS,7134180,9/5/1999,131,A
USGS,7134180,9/6/1999,132,A
USGS,7134180,9/7/1999,121,A
USGS,7134180,9/8/1999,121,A
USGS,7134180,9/9/1999,114,A
USGS,7134180,9/10/1999,100,A
USGS,7134180,9/11/1999,111,A
USGS,7134180,9/12/1999,119,A
USGS,7134180,9/13/1999,115,A
USGS,7134180,9/14/1999,117,A
USGS,7134180,9/15/1999,126,A
USGS,7134180,9/16/1999,141,A
USGS,7134180,9/17/1999,155,A
USGS,7134180,9/18/1999,176,A
USGS,7134180,9/19/1999,176,A
USGS,7134180,9/20/1999,169,A
USGS,7134180,9/21/1999,171,A
USGS,7134180,9/22/1999,157,A
USGS,7134180,9/23/1999,148,A
USGS,7134180,9/24/1999,146,A
USGS,7134180,9/25/1999,143,A
USGS,7134180,9/26/1999,140,A
USGS,7134180,9/27/1999,129,A
USGS,7134180,9/28/1999,126,A
USGS,7134180,9/29/1999,127,A
USGS,7134180,9/30/1999,124,A
USGS,7134180,10/1/1999,126,A
USGS,7134180,10/2/1999,120,A
USGS,7134180,10/3/1999,119,A
USGS,7134180,10/4/1999,120,A
USGS,7134180,10/5/1999,119,A
USGS,7134180,10/6/1999,117,A
USGS,7134180,10/7/1999,121,A
USGS,7134180,10/8/1999,118,A
USGS,7134180,10/9/1999,122,A
USGS,7134180,10/10/1999,129,A
USGS,7134180,10/11/1999,128,A
USGS,7134180,10/12/1999,125,A
USGS,7134180,10/13/1999,129,A
USGS,7134180,10/14/1999,131,A
USGS,7134180,10/15/1999,132,A
USGS,7134180,10/16/1999,137,A
USGS,7134180,10/17/1999,148,A
USGS,7134180,10/18/1999,152,A
USGS,7134180,10/19/1999,150,A
USGS,7134180,10/20/1999,149,A
USGS,7134180,10/21/1999,149,A
USGS,7134180,10/22/1999,144,A
USGS,7134180,10/23/1999,140,A
USGS,7134180,10/24/1999,139,A
USGS,7134180,10/25/1999,131,A
USGS,7134180,10/26/1999,134,A
USGS,7134180,10/27/1999,134,A
USGS,7134180,10/28/1999,132,A
USGS,7134180,10/29/1999,140,A
USGS,7134180,10/30/1999,139,A
USGS,7134180,10/31/1999,140,A
USGS,7134180,11/1/1999,137,A
USGS,7134180,11/2/1999,133,A
USGS,7134180,11/3/1999,134,A
USGS,7134180,11/4/1999,129,A
USGS,7134180,11/5/1999,125,A
USGS,7134180,11/6/1999,121,A
USGS,7134180,11/7/1999,122,A
USGS,7134180,11/8/1999,127,A
USGS,7134180,11/9/1999,130,A
USGS,7134180,11/10/1999,129,A
USGS,7134180,11/11/1999,131,A
USGS,7134180,11/12/1999,131,A
USGS,7134180,11/13/1999,131,A
USGS,7134180,11/14/1999,132,A
USGS,7134180,11/15/1999,131,A
USGS,7134180,11/16/1999,153,A
USGS,7134180,11/17/1999,157,A
USGS,7134180,11/18/1999,148,A
USGS,7134180,11/19/1999,142,A
USGS,7134180,11/20/1999,143,A
USGS,7134180,11/21/1999,142,A
USGS,7134180,11/22/1999,140,A
USGS,7134180,11/23/1999,143,A
USGS,7134180,11/24/1999,141,A
USGS,7134180,11/25/1999,153,A
USGS,7134180,11/26/1999,163,A
USGS,7134180,11/27/1999,164,A
USGS,7134180,11/28/1999,165,A
USGS,7134180,11/29/1999,164,A
USGS,7134180,11/30/1999,165,A
USGS,7134180,12/1/1999,176,A
USGS,7134180,12/2/1999,186,A
USGS,7134180,12/3/1999,178,A
USGS,7134180,12/4/1999,174,A
USGS,7134180,12/5/1999,169,A
USGS,7134180,12/6/1999,167,A
USGS,7134180,12/7/1999,166,A
USGS,7134180,12/8/1999,163,A
USGS,7134180,12/9/1999,161,A
USGS,7134180,12/10/1999,165,A
USGS,7134180,12/11/1999,163,A
USGS,7134180,12/12/1999,159,A
USGS,7134180,12/13/1999,157,A
USGS,7134180,12/14/1999,156,A
USGS,7134180,12/15/1999,152,A
USGS,7134180,12/16/1999,159,A
USGS,7134180,12/17/1999,196,A
USGS,7134180,12/18/1999,196,A
USGS,7134180,12/19/1999,195,A
USGS,7134180,12/20/1999,195,A
USGS,7134180,12/21/1999,192,A
USGS,7134180,12/22/1999,189,A
USGS,7134180,12/23/1999,187,A
USGS,7134180,12/24/1999,191,A
USGS,7134180,12/25/1999,188,A
USGS,7134180,12/26/1999,185,A
USGS,7134180,12/27/1999,184,A
USGS,7134180,12/28/1999,183,A
USGS,7134180,12/29/1999,187,A
USGS,7134180,12/30/1999,183,A
USGS,7134180,12/31/1999,189,A
USGS,7134180,1/1/2000,210,A
USGS,7134180,1/2/2000,221,A
USGS,7134180,1/3/2000,227,A
USGS,7134180,1/4/2000,207,A
USGS,7134180,1/5/2000,201,A
USGS,7134180,1/6/2000,221,A
USGS,7134180,1/7/2000,211,A
USGS,7134180,1/8/2000,193,A
USGS,7134180,1/9/2000,198,A
USGS,7134180,1/10/2000,177,A
USGS,7134180,1/11/2000,174,A
USGS,7134180,1/12/2000,170,A
USGS,7134180,1/13/2000,167,A
USGS,7134180,1/14/2000,166,A
USGS,7134180,1/15/2000,166,A
USGS,7134180,1/16/2000,167,A
USGS,7134180,1/17/2000,162,A
USGS,7134180,1/18/2000,163,A
USGS,7134180,1/19/2000,164,A
USGS,7134180,1/20/2000,161,A
USGS,7134180,1/21/2000,162,A
USGS,7134180,1/22/2000,161,A
USGS,7134180,1/23/2000,162,A
USGS,7134180,1/24/2000,162,A
USGS,7134180,1/25/2000,162,A
USGS,7134180,1/26/2000,161,A
USGS,7134180,1/27/2000,163,A
USGS,7134180,1/28/2000,162,A
USGS,7134180,1/29/2000,160,A
USGS,7134180,1/30/2000,165,A
USGS,7134180,1/31/2000,170,A
USGS,7134180,2/1/2000,183,A
USGS,7134180,2/2/2000,252,A
USGS,7134180,2/3/2000,326,A
USGS,7134180,2/4/2000,351,A
USGS,7134180,2/5/2000,365,A
USGS,7134180,2/6/2000,377,A
USGS,7134180,2/7/2000,390,A
USGS,7134180,2/8/2000,593,A
USGS,7134180,2/9/2000,795,A
USGS,7134180,2/10/2000,810,A
USGS,7134180,2/11/2000,531,A
USGS,7134180,2/12/2000,318,A
USGS,7134180,2/13/2000,266,A
USGS,7134180,2/14/2000,239,A
USGS,7134180,2/15/2000,226,A
USGS,7134180,2/16/2000,214,A
USGS,7134180,2/17/2000,208,A
USGS,7134180,2/18/2000,223,A
USGS,7134180,2/19/2000,296,A
USGS,7134180,2/20/2000,320,A
USGS,7134180,2/21/2000,321,A
USGS,7134180,2/22/2000,319,A
USGS,7134180,2/23/2000,423,A
USGS,7134180,2/24/2000,562,A
USGS,7134180,2/25/2000,497,A
USGS,7134180,2/26/2000,434,A
USGS,7134180,2/27/2000,429,A
USGS,7134180,2/28/2000,356,A
USGS,7134180,2/29/2000,305,A
USGS,7134180,3/1/2000,257,A
USGS,7134180,3/2/2000,234,A
USGS,7134180,3/3/2000,190,A
USGS,7134180,3/4/2000,176,A
USGS,7134180,3/5/2000,247,A
USGS,7134180,3/6/2000,229,A
USGS,7134180,3/7/2000,179,A
USGS,7134180,3/8/2000,207,A
USGS,7134180,3/9/2000,227,A
USGS,7134180,3/10/2000,349,A
USGS,7134180,3/11/2000,559,A
USGS,7134180,3/12/2000,374,A
USGS,7134180,3/13/2000,219,A
USGS,7134180,3/14/2000,184,A
USGS,7134180,3/15/2000,164,A
USGS,7134180,3/16/2000,159,A
USGS,7134180,3/17/2000,166,A
USGS,7134180,3/18/2000,153,A
USGS,7134180,3/19/2000,153,A
USGS,7134180,3/20/2000,154,A
USGS,7134180,3/21/2000,151,A
USGS,7134180,3/22/2000,160,A
USGS,7134180,3/23/2000,164,A
USGS,7134180,3/24/2000,165,A
USGS,7134180,3/25/2000,158,A
USGS,7134180,3/26/2000,149,A
USGS,7134180,3/27/2000,150,A
USGS,7134180,3/28/2000,143,A
USGS,7134180,3/29/2000,140,A
USGS,7134180,3/30/2000,137,A
USGS,7134180,3/31/2000,157,A
USGS,7134180,4/1/2000,193,A
USGS,7134180,4/2/2000,200,A
USGS,7134180,4/3/2000,187,A
USGS,7134180,4/4/2000,173,A
USGS,7134180,4/5/2000,167,A
USGS,7134180,4/6/2000,159,A
USGS,7134180,4/7/2000,153,A
USGS,7134180,4/8/2000,148,A
USGS,7134180,4/9/2000,149,A
USGS,7134180,4/10/2000,145,A
USGS,7134180,4/11/2000,139,A
USGS,7134180,4/12/2000,139,A
USGS,7134180,4/13/2000,133,A
USGS,7134180,4/14/2000,126,A
USGS,7134180,4/15/2000,125,A
USGS,7134180,4/16/2000,144,A
USGS,7134180,4/17/2000,149,A
USGS,7134180,4/18/2000,123,A
USGS,7134180,4/19/2000,111,A
USGS,7134180,4/20/2000,101,A
USGS,7134180,4/21/2000,97,A
USGS,7134180,4/22/2000,96,A
USGS,7134180,4/23/2000,103,A
USGS,7134180,4/24/2000,146,A
USGS,7134180,4/25/2000,155,A
USGS,7134180,4/26/2000,145,A
USGS,7134180,4/27/2000,134,A
USGS,7134180,4/28/2000,123,A
USGS,7134180,4/29/2000,119,A
USGS,7134180,4/30/2000,356,A
USGS,7134180,5/1/2000,544,A
USGS,7134180,5/2/2000,276,A
USGS,7134180,5/3/2000,205,A
USGS,7134180,5/4/2000,179,A
USGS,7134180,5/5/2000,157,A
USGS,7134180,5/6/2000,136,A
USGS,7134180,5/7/2000,113,A
USGS,7134180,5/8/2000,101,A
USGS,7134180,5/9/2000,85,A
USGS,7134180,5/10/2000,81,A
USGS,7134180,5/11/2000,78,A
USGS,7134180,5/12/2000,81,A
USGS,7134180,5/13/2000,83,A
USGS,7134180,5/14/2000,94,A
USGS,7134180,5/15/2000,118,A
USGS,7134180,5/16/2000,118,A
USGS,7134180,5/17/2000,112,A
USGS,7134180,5/18/2000,108,A
USGS,7134180,5/19/2000,113,A
USGS,7134180,5/20/2000,112,A
USGS,7134180,5/21/2000,111,A
USGS,7134180,5/22/2000,109,A
USGS,7134180,5/23/2000,108,A
USGS,7134180,5/24/2000,107,A
USGS,7134180,5/25/2000,105,A
USGS,7134180,5/26/2000,110,A
USGS,7134180,5/27/2000,108,A
USGS,7134180,5/28/2000,110,A
USGS,7134180,5/29/2000,111,A
USGS,7134180,5/30/2000,90,A
USGS,7134180,5/31/2000,97,A
USGS,7134180,6/1/2000,108,A
USGS,7134180,6/2/2000,99,A
USGS,7134180,6/3/2000,176,A
USGS,7134180,6/4/2000,329,A
USGS,7134180,6/5/2000,369,A
USGS,7134180,6/6/2000,450,A
USGS,7134180,6/7/2000,528,A
USGS,7134180,6/8/2000,604,A
USGS,7134180,6/9/2000,685,A
USGS,7134180,6/10/2000,809,A
USGS,7134180,6/11/2000,886,A
USGS,7134180,6/12/2000,918,A
USGS,7134180,6/13/2000,915,A
USGS,7134180,6/14/2000,848,A
USGS,7134180,6/15/2000,822,A
USGS,7134180,6/16/2000,781,A
USGS,7134180,6/17/2000,801,A
USGS,7134180,6/18/2000,832,A
USGS,7134180,6/19/2000,830,A
USGS,7134180,6/20/2000,792,A
USGS,7134180,6/21/2000,747,A
USGS,7134180,6/22/2000,713,A
USGS,7134180,6/23/2000,696,A
USGS,7134180,6/24/2000,675,A
USGS,7134180,6/25/2000,663,A
USGS,7134180,6/26/2000,655,A
USGS,7134180,6/27/2000,691,A
USGS,7134180,6/28/2000,713,A
USGS,7134180,6/29/2000,721,A
USGS,7134180,6/30/2000,692,A
USGS,7134180,7/1/2000,662,A
USGS,7134180,7/2/2000,702,A
USGS,7134180,7/3/2000,943,A
USGS,7134180,7/4/2000,691,A
USGS,7134180,7/5/2000,565,A
USGS,7134180,7/6/2000,557,A
USGS,7134180,7/7/2000,556,A
USGS,7134180,7/8/2000,607,A
USGS,7134180,7/9/2000,637,A
USGS,7134180,7/10/2000,661,A
USGS,7134180,7/11/2000,762,A
USGS,7134180,7/12/2000,740,A
USGS,7134180,7/13/2000,686,A
USGS,7134180,7/14/2000,633,A
USGS,7134180,7/15/2000,612,A
USGS,7134180,7/16/2000,608,A
USGS,7134180,7/17/2000,685,A
USGS,7134180,7/18/2000,966,A
USGS,7134180,7/19/2000,760,A
USGS,7134180,7/20/2000,643,A
USGS,7134180,7/21/2000,593,A
USGS,7134180,7/22/2000,534,A
USGS,7134180,7/23/2000,501,A
USGS,7134180,7/24/2000,472,A
USGS,7134180,7/25/2000,372,A
USGS,7134180,7/26/2000,202,A
USGS,7134180,7/27/2000,123,A
USGS,7134180,7/28/2000,104,A
USGS,7134180,7/29/2000,160,A
USGS,7134180,7/30/2000,325,A
USGS,7134180,7/31/2000,356,A
USGS,7134180,8/1/2000,466,A
USGS,7134180,8/2/2000,536,A
USGS,7134180,8/3/2000,557,A
USGS,7134180,8/4/2000,554,A
USGS,7134180,8/5/2000,671,A
USGS,7134180,8/6/2000,753,A
USGS,7134180,8/7/2000,788,A
USGS,7134180,8/8/2000,800,A
USGS,7134180,8/9/2000,791,A
USGS,7134180,8/10/2000,843,A
USGS,7134180,8/11/2000,865,A
USGS,7134180,8/12/2000,624,A
USGS,7134180,8/13/2000,503,A
USGS,7134180,8/14/2000,466,A
USGS,7134180,8/15/2000,439,A
USGS,7134180,8/16/2000,425,A
USGS,7134180,8/17/2000,418,A
USGS,7134180,8/18/2000,306,A
USGS,7134180,8/19/2000,241,A
USGS,7134180,8/20/2000,308,A
USGS,7134180,8/21/2000,307,A
USGS,7134180,8/22/2000,322,A
USGS,7134180,8/23/2000,311,A
USGS,7134180,8/24/2000,304,A
USGS,7134180,8/25/2000,305,A
USGS,7134180,8/26/2000,283,A
USGS,7134180,8/27/2000,262,A
USGS,7134180,8/28/2000,259,A
USGS,7134180,8/29/2000,233,A
USGS,7134180,8/30/2000,220,A
USGS,7134180,8/31/2000,200,A
USGS,7134180,9/1/2000,151,A
USGS,7134180,9/2/2000,110,A
USGS,7134180,9/3/2000,93,A
USGS,7134180,9/4/2000,91,A
USGS,7134180,9/5/2000,91,A
USGS,7134180,9/6/2000,88,A
USGS,7134180,9/7/2000,84,A
USGS,7134180,9/8/2000,81,A
USGS,7134180,9/9/2000,80,A
USGS,7134180,9/10/2000,75,A
USGS,7134180,9/11/2000,72,A
USGS,7134180,9/12/2000,67,A
USGS,7134180,9/13/2000,66,A
USGS,7134180,9/14/2000,65,A
USGS,7134180,9/15/2000,66,A
USGS,7134180,9/16/2000,60,A
USGS,7134180,9/17/2000,41,A
USGS,7134180,9/18/2000,41,A
USGS,7134180,9/19/2000,59,A
USGS,7134180,9/20/2000,64,A
USGS,7134180,9/21/2000,64,A
USGS,7134180,9/22/2000,64,A
USGS,7134180,9/23/2000,63,A
USGS,7134180,9/24/2000,67,A
USGS,7134180,9/25/2000,68,A
USGS,7134180,9/26/2000,68,A
USGS,7134180,9/27/2000,71,A
USGS,7134180,9/28/2000,175,A
USGS,7134180,9/29/2000,231,A
USGS,7134180,9/30/2000,262,A
USGS,7134180,10/1/2000,287,A
USGS,7134180,10/2/2000,291,A
USGS,7134180,10/3/2000,306,A
USGS,7134180,10/4/2000,317,A
USGS,7134180,10/5/2000,330,A
USGS,7134180,10/6/2000,336,A
USGS,7134180,10/7/2000,332,A
USGS,7134180,10/8/2000,323,A
USGS,7134180,10/9/2000,321,A
USGS,7134180,10/10/2000,275,A
USGS,7134180,10/11/2000,228,A
USGS,7134180,10/12/2000,204,A
USGS,7134180,10/13/2000,128,A
USGS,7134180,10/14/2000,106,A
USGS,7134180,10/15/2000,67,A
USGS,7134180,10/16/2000,64,A
USGS,7134180,10/17/2000,77,A
USGS,7134180,10/18/2000,74,A
USGS,7134180,10/19/2000,75,A
USGS,7134180,10/20/2000,54,A
USGS,7134180,10/21/2000,46,A
USGS,7134180,10/22/2000,57,A
USGS,7134180,10/23/2000,59,A
USGS,7134180,10/24/2000,62,A
USGS,7134180,10/25/2000,61,A
USGS,7134180,10/26/2000,61,A
USGS,7134180,10/27/2000,62,A
USGS,7134180,10/28/2000,78,A
USGS,7134180,10/29/2000,113,A
USGS,7134180,10/30/2000,116,A
USGS,7134180,10/31/2000,90,A
USGS,7134180,11/1/2000,82,A
USGS,7134180,11/2/2000,82,A
USGS,7134180,11/3/2000,79,A
USGS,7134180,11/4/2000,74,A
USGS,7134180,11/5/2000,73,A
USGS,7134180,11/6/2000,59,A
USGS,7134180,11/7/2000,44,A
USGS,7134180,11/8/2000,44,A
USGS,7134180,11/9/2000,44,A
USGS,7134180,11/10/2000,44,A
USGS,7134180,11/11/2000,44,A
USGS,7134180,11/12/2000,44,A
USGS,7134180,11/13/2000,44,A
USGS,7134180,11/14/2000,44,A
USGS,7134180,11/15/2000,63,A
USGS,7134180,11/16/2000,89,A
USGS,7134180,11/17/2000,89,A
USGS,7134180,11/18/2000,91,A
USGS,7134180,11/19/2000,105,A
USGS,7134180,11/20/2000,108,A
USGS,7134180,11/21/2000,108,A
USGS,7134180,11/22/2000,109,A
USGS,7134180,11/23/2000,117,A
USGS,7134180,11/24/2000,129,A
USGS,7134180,11/25/2000,133,A
USGS,7134180,11/26/2000,134,A
USGS,7134180,11/27/2000,137,A
USGS,7134180,11/28/2000,138,A
USGS,7134180,11/29/2000,138,A
USGS,7134180,11/30/2000,140,A
USGS,7134180,12/1/2000,139,A
USGS,7134180,12/2/2000,137,A
USGS,7134180,12/3/2000,136,A
USGS,7134180,12/4/2000,138,A
USGS,7134180,12/5/2000,146,A
USGS,7134180,12/6/2000,143,A
USGS,7134180,12/7/2000,143,A
USGS,7134180,12/8/2000,142,A
USGS,7134180,12/9/2000,145,A
USGS,7134180,12/10/2000,146,A
USGS,7134180,12/11/2000,140,A
USGS,7134180,12/12/2000,129,A
USGS,7134180,12/13/2000,143,A
USGS,7134180,12/14/2000,149,A
USGS,7134180,12/15/2000,152,A
USGS,7134180,12/16/2000,150,A
USGS,7134180,12/17/2000,146,A
USGS,7134180,12/18/2000,142,A
USGS,7134180,12/19/2000,140,A
USGS,7134180,12/20/2000,138,A
USGS,7134180,12/21/2000,136,A
USGS,7134180,12/22/2000,135,A
USGS,7134180,12/23/2000,138,A
USGS,7134180,12/24/2000,138,A
USGS,7134180,12/25/2000,132,A
