# ---------------------------------- WARNING ----------------------------------------,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,
# have not received Director's approval and as such are provisional and subject to,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,
#,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2012-01-11 22:55:57 EST       (caww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 07137000 FRONTIER DITCH NR COOLIDGE, KS",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 07137000,,,,
#    DD parameter statistic   Description,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output: ,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,
#     P  Provisional data subject to revision.  ,,,,
#     e  Value has been estimated.  ,,,,
# ,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd
USGS,7137000,7/18/1999,42,A
USGS,7137000,7/19/1999,43,A
USGS,7137000,7/20/1999,43,A
USGS,7137000,7/21/1999,40,A
USGS,7137000,7/22/1999,39,A
USGS,7137000,7/23/1999,45,A
USGS,7137000,7/24/1999,47,A
USGS,7137000,7/25/1999,46,A
USGS,7137000,7/26/1999,45,A
USGS,7137000,7/27/1999,45,A
USGS,7137000,7/28/1999,45,A
USGS,7137000,7/29/1999,46,A
USGS,7137000,7/30/1999,46,A
USGS,7137000,7/31/1999,45,A
USGS,7137000,8/1/1999,40,A
USGS,7137000,8/2/1999,13,A
USGS,7137000,8/3/1999,0.97,A
USGS,7137000,8/4/1999,0.65,A
USGS,7137000,8/5/1999,0.38,A
USGS,7137000,8/6/1999,0.13,A
USGS,7137000,8/7/1999,0,A
USGS,7137000,8/8/1999,6,A
USGS,7137000,8/9/1999,32,A
USGS,7137000,8/10/1999,31,A
USGS,7137000,8/11/1999,32,A
USGS,7137000,8/12/1999,32,A
USGS,7137000,8/13/1999,30,A
USGS,7137000,8/14/1999,33,A
USGS,7137000,8/15/1999,43,A
USGS,7137000,8/16/1999,49,A
USGS,7137000,8/17/1999,45,A
USGS,7137000,8/18/1999,27,A
USGS,7137000,8/19/1999,42,A
USGS,7137000,8/20/1999,41,A
USGS,7137000,8/21/1999,43,A
USGS,7137000,8/22/1999,43,A
USGS,7137000,8/23/1999,44,A
USGS,7137000,8/24/1999,48,A
USGS,7137000,8/25/1999,44,A
USGS,7137000,8/26/1999,45,A
USGS,7137000,8/27/1999,48,A
USGS,7137000,8/28/1999,48,A
USGS,7137000,8/29/1999,47,A
USGS,7137000,8/30/1999,44,A
USGS,7137000,8/31/1999,35,A
USGS,7137000,9/1/1999,36,A
USGS,7137000,9/2/1999,33,A
USGS,7137000,9/3/1999,32,A
USGS,7137000,9/4/1999,31,A
USGS,7137000,9/5/1999,27,A
USGS,7137000,9/6/1999,27,A
USGS,7137000,9/7/1999,29,A
USGS,7137000,9/8/1999,31,A
USGS,7137000,9/9/1999,33,A
USGS,7137000,9/10/1999,33,A
USGS,7137000,9/11/1999,24,A
USGS,7137000,9/12/1999,5.2,A
USGS,7137000,9/13/1999,26,A
USGS,7137000,9/14/1999,26,A
USGS,7137000,9/15/1999,27,A
USGS,7137000,9/16/1999,27,A
USGS,7137000,9/17/1999,28,A
USGS,7137000,9/18/1999,26,A
USGS,7137000,9/19/1999,27,A
USGS,7137000,9/20/1999,28,A
USGS,7137000,9/21/1999,28,A
USGS,7137000,9/22/1999,23,A
USGS,7137000,9/23/1999,26,A
USGS,7137000,9/24/1999,24,A
USGS,7137000,9/25/1999,25,A
USGS,7137000,9/26/1999,26,A
USGS,7137000,9/27/1999,24,A
USGS,7137000,9/28/1999,23,A
USGS,7137000,9/29/1999,23,A
USGS,7137000,9/30/1999,14,A
USGS,7137000,10/1/1999,0.51,A
USGS,7137000,10/2/1999,0.11,A
USGS,7137000,10/3/1999,0,A
USGS,7137000,10/4/1999,0,A
USGS,7137000,10/5/1999,0,A
USGS,7137000,10/6/1999,0,A
USGS,7137000,10/7/1999,0,A
USGS,7137000,10/8/1999,0,A
USGS,7137000,10/9/1999,0,A
USGS,7137000,10/10/1999,0,A
USGS,7137000,10/11/1999,0,A
USGS,7137000,10/12/1999,0,A
USGS,7137000,10/13/1999,0,A
USGS,7137000,10/14/1999,0,A
USGS,7137000,10/15/1999,0,A
USGS,7137000,10/16/1999,0,A
USGS,7137000,10/17/1999,0,A
USGS,7137000,10/18/1999,0,A
USGS,7137000,10/19/1999,0,A
USGS,7137000,10/20/1999,0,A
USGS,7137000,10/21/1999,0,A
USGS,7137000,10/22/1999,0,A
USGS,7137000,10/23/1999,0,A
USGS,7137000,10/24/1999,0,A
USGS,7137000,10/25/1999,0,A
USGS,7137000,10/26/1999,0,A
USGS,7137000,10/27/1999,0,A
USGS,7137000,10/28/1999,0,A
USGS,7137000,10/29/1999,0,A
USGS,7137000,10/30/1999,0,A
USGS,7137000,10/31/1999,0,A
USGS,7137000,11/1/1999,0,A
USGS,7137000,11/2/1999,0,A
USGS,7137000,11/3/1999,0,A
USGS,7137000,11/4/1999,0,A
USGS,7137000,11/5/1999,0,A
USGS,7137000,11/6/1999,0,A
USGS,7137000,11/7/1999,0,A
USGS,7137000,11/8/1999,0,A
USGS,7137000,11/9/1999,0,A
USGS,7137000,11/10/1999,0,A
USGS,7137000,11/11/1999,0,A
USGS,7137000,11/12/1999,0,A
USGS,7137000,11/13/1999,0,A
USGS,7137000,11/14/1999,0,A
USGS,7137000,11/15/1999,0,A
USGS,7137000,11/16/1999,0,A
USGS,7137000,11/17/1999,0,A
USGS,7137000,11/18/1999,0,A
USGS,7137000,11/19/1999,0,A
USGS,7137000,11/20/1999,0,A
USGS,7137000,11/21/1999,0,A
USGS,7137000,11/22/1999,0,A
USGS,7137000,11/23/1999,0,A
USGS,7137000,11/24/1999,0,A
USGS,7137000,11/25/1999,0,A
USGS,7137000,11/26/1999,0,A
USGS,7137000,11/27/1999,0,A
USGS,7137000,11/28/1999,0,A
USGS,7137000,11/29/1999,0,A
USGS,7137000,11/30/1999,0,A
USGS,7137000,12/1/1999,0,A
USGS,7137000,12/2/1999,0,A
USGS,7137000,12/3/1999,0,A
USGS,7137000,12/4/1999,0,A
USGS,7137000,12/5/1999,0,A
USGS,7137000,12/6/1999,0,A
USGS,7137000,12/7/1999,0,A:e
USGS,7137000,12/8/1999,0,A:e
USGS,7137000,12/9/1999,4,A:e
USGS,7137000,12/10/1999,4,A:e
USGS,7137000,12/11/1999,4,A:e
USGS,7137000,12/12/1999,4,A:e
USGS,7137000,12/13/1999,4,A:e
USGS,7137000,12/14/1999,4,A:e
USGS,7137000,12/15/1999,4,A:e
USGS,7137000,12/16/1999,4,A:e
USGS,7137000,12/17/1999,4,A:e
USGS,7137000,12/18/1999,4,A:e
USGS,7137000,12/19/1999,4,A:e
USGS,7137000,12/20/1999,4.4,A:e
USGS,7137000,12/21/1999,4.6,A
USGS,7137000,12/22/1999,4.4,A
USGS,7137000,12/23/1999,4.3,A
USGS,7137000,12/24/1999,4.3,A
USGS,7137000,12/25/1999,4.2,A
USGS,7137000,12/26/1999,4.2,A
USGS,7137000,12/27/1999,3.1,A
USGS,7137000,12/28/1999,0.13,A
USGS,7137000,12/29/1999,0,A
USGS,7137000,12/30/1999,0,A
USGS,7137000,12/31/1999,0,A
USGS,7137000,1/1/2000,0,A
USGS,7137000,1/2/2000,0,A
USGS,7137000,1/3/2000,0,A
USGS,7137000,1/4/2000,0,A
USGS,7137000,1/5/2000,0,A
USGS,7137000,1/6/2000,0,A
USGS,7137000,1/7/2000,0,A
USGS,7137000,1/8/2000,0,A
USGS,7137000,1/9/2000,0,A
USGS,7137000,1/10/2000,0,A
USGS,7137000,1/11/2000,0,A
USGS,7137000,1/12/2000,0,A
USGS,7137000,1/13/2000,0,A
USGS,7137000,1/14/2000,0,A
USGS,7137000,1/15/2000,0,A
USGS,7137000,1/16/2000,0,A
USGS,7137000,1/17/2000,0,A
USGS,7137000,1/18/2000,0,A
USGS,7137000,1/19/2000,0,A
USGS,7137000,1/20/2000,0,A
USGS,7137000,1/21/2000,0,A
USGS,7137000,1/22/2000,0,A
USGS,7137000,1/23/2000,0,A
USGS,7137000,1/24/2000,0,A
USGS,7137000,1/25/2000,0,A
USGS,7137000,1/26/2000,0,A
USGS,7137000,1/27/2000,0,A
USGS,7137000,1/28/2000,0,A
USGS,7137000,1/29/2000,0,A
USGS,7137000,1/30/2000,0,A
USGS,7137000,1/31/2000,0,A
USGS,7137000,2/1/2000,0,A
USGS,7137000,2/2/2000,0,A
USGS,7137000,2/3/2000,0,A
USGS,7137000,2/4/2000,0,A
USGS,7137000,2/5/2000,0,A
USGS,7137000,2/6/2000,0,A
USGS,7137000,2/7/2000,0,A
USGS,7137000,2/8/2000,0,A
USGS,7137000,2/9/2000,0,A
USGS,7137000,2/10/2000,0,A
USGS,7137000,2/11/2000,0,A
USGS,7137000,2/12/2000,0,A
USGS,7137000,2/13/2000,0,A
USGS,7137000,2/14/2000,0,A
USGS,7137000,2/15/2000,0,A
USGS,7137000,2/16/2000,0,A
USGS,7137000,2/17/2000,0,A
USGS,7137000,2/18/2000,0,A
USGS,7137000,2/19/2000,0,A
USGS,7137000,2/20/2000,0,A
USGS,7137000,2/21/2000,0,A
USGS,7137000,2/22/2000,0,A
USGS,7137000,2/23/2000,0,A
USGS,7137000,2/24/2000,0,A
USGS,7137000,2/25/2000,0,A
USGS,7137000,2/26/2000,0,A
USGS,7137000,2/27/2000,0,A
USGS,7137000,2/28/2000,0,A
USGS,7137000,2/29/2000,0,A
USGS,7137000,3/1/2000,0,A
USGS,7137000,3/2/2000,0,A
USGS,7137000,3/3/2000,0,A
USGS,7137000,3/4/2000,0,A
USGS,7137000,3/5/2000,0,A
USGS,7137000,3/6/2000,0,A
USGS,7137000,3/7/2000,0,A
USGS,7137000,3/8/2000,0,A
USGS,7137000,3/9/2000,0,A
USGS,7137000,3/10/2000,0,A
USGS,7137000,3/11/2000,0,A
USGS,7137000,3/12/2000,0,A
USGS,7137000,3/13/2000,0,A
USGS,7137000,3/14/2000,0,A
USGS,7137000,3/15/2000,0,A
USGS,7137000,3/16/2000,0,A
USGS,7137000,3/17/2000,0,A
USGS,7137000,3/18/2000,0,A
USGS,7137000,3/19/2000,0,A
USGS,7137000,3/20/2000,0,A
USGS,7137000,3/21/2000,0,A
USGS,7137000,3/22/2000,0,A
USGS,7137000,3/23/2000,0,A
USGS,7137000,3/24/2000,0,A
USGS,7137000,3/25/2000,0,A
USGS,7137000,3/26/2000,0,A
USGS,7137000,3/27/2000,0,A
USGS,7137000,3/28/2000,0,A
USGS,7137000,3/29/2000,0,A
USGS,7137000,3/30/2000,0,A
USGS,7137000,3/31/2000,0,A
USGS,7137000,4/1/2000,0,A
USGS,7137000,4/2/2000,0,A
USGS,7137000,4/3/2000,0,A
USGS,7137000,4/4/2000,0,A
USGS,7137000,4/5/2000,0,A
USGS,7137000,4/6/2000,0,A
USGS,7137000,4/7/2000,0,A
USGS,7137000,4/8/2000,0,A
USGS,7137000,4/9/2000,0,A
USGS,7137000,4/10/2000,0,A
USGS,7137000,4/11/2000,0,A
USGS,7137000,4/12/2000,0,A
USGS,7137000,4/13/2000,0,A
USGS,7137000,4/14/2000,0,A
USGS,7137000,4/15/2000,0,A
USGS,7137000,4/16/2000,0,A
USGS,7137000,4/17/2000,0,A
USGS,7137000,4/18/2000,0,A
USGS,7137000,4/19/2000,0,A
USGS,7137000,4/20/2000,0,A
USGS,7137000,4/21/2000,0,A
USGS,7137000,4/22/2000,0,A
USGS,7137000,4/23/2000,0,A
USGS,7137000,4/24/2000,0,A
USGS,7137000,4/25/2000,0,A
USGS,7137000,4/26/2000,20,A
USGS,7137000,4/27/2000,37,A
USGS,7137000,4/28/2000,38,A
USGS,7137000,4/29/2000,38,A
USGS,7137000,4/30/2000,39,A
USGS,7137000,5/1/2000,35,A
USGS,7137000,5/2/2000,27,A
USGS,7137000,5/3/2000,25,A
USGS,7137000,5/4/2000,28,A
USGS,7137000,5/5/2000,30,A
USGS,7137000,5/6/2000,30,A
USGS,7137000,5/7/2000,30,A
USGS,7137000,5/8/2000,29,A
USGS,7137000,5/9/2000,29,A
USGS,7137000,5/10/2000,30,A
USGS,7137000,5/11/2000,29,A
USGS,7137000,5/12/2000,31,A
USGS,7137000,5/13/2000,30,A
USGS,7137000,5/14/2000,29,A
USGS,7137000,5/15/2000,28,A
USGS,7137000,5/16/2000,30,A
USGS,7137000,5/17/2000,29,A
USGS,7137000,5/18/2000,29,A
USGS,7137000,5/19/2000,30,A
USGS,7137000,5/20/2000,27,A
USGS,7137000,5/21/2000,26,A
USGS,7137000,5/22/2000,25,A
USGS,7137000,5/23/2000,28,A
USGS,7137000,5/24/2000,30,A
USGS,7137000,5/25/2000,30,A
USGS,7137000,5/26/2000,31,A
USGS,7137000,5/27/2000,32,A
USGS,7137000,5/28/2000,31,A
USGS,7137000,5/29/2000,31,A
USGS,7137000,5/30/2000,29,A
USGS,7137000,5/31/2000,29,A
USGS,7137000,6/1/2000,31,A
USGS,7137000,6/2/2000,30,A
USGS,7137000,6/3/2000,28,A
USGS,7137000,6/4/2000,5.6,A
USGS,7137000,6/5/2000,37,A
USGS,7137000,6/6/2000,35,A
USGS,7137000,6/7/2000,35,A
USGS,7137000,6/8/2000,38,A
USGS,7137000,6/9/2000,41,A
USGS,7137000,6/10/2000,47,A
USGS,7137000,6/11/2000,48,A
USGS,7137000,6/12/2000,47,A
USGS,7137000,6/13/2000,47,A
USGS,7137000,6/14/2000,47,A
USGS,7137000,6/15/2000,47,A
USGS,7137000,6/16/2000,39,A
USGS,7137000,6/17/2000,29,A
USGS,7137000,6/18/2000,25,A
USGS,7137000,6/19/2000,23,A
USGS,7137000,6/20/2000,23,A
USGS,7137000,6/21/2000,18,A
USGS,7137000,6/22/2000,18,A
USGS,7137000,6/23/2000,23,A
USGS,7137000,6/24/2000,24,A
USGS,7137000,6/25/2000,29,A
USGS,7137000,6/26/2000,29,A
USGS,7137000,6/27/2000,28,A
USGS,7137000,6/28/2000,26,A
USGS,7137000,6/29/2000,26,A
USGS,7137000,6/30/2000,26,A
USGS,7137000,7/1/2000,26,A
USGS,7137000,7/2/2000,22,A
USGS,7137000,7/3/2000,7.8,A
USGS,7137000,7/4/2000,27,A
USGS,7137000,7/5/2000,28,A
USGS,7137000,7/6/2000,29,A
USGS,7137000,7/7/2000,34,A
USGS,7137000,7/8/2000,34,A
USGS,7137000,7/9/2000,32,A
USGS,7137000,7/10/2000,32,A
USGS,7137000,7/11/2000,30,A
USGS,7137000,7/12/2000,29,A
USGS,7137000,7/13/2000,27,A
USGS,7137000,7/14/2000,26,A
USGS,7137000,7/15/2000,26,A
USGS,7137000,7/16/2000,28,A
USGS,7137000,7/17/2000,30,A
USGS,7137000,7/18/2000,24,A
USGS,7137000,7/19/2000,27,A
USGS,7137000,7/20/2000,31,A
USGS,7137000,7/21/2000,31,A
USGS,7137000,7/22/2000,31,A
USGS,7137000,7/23/2000,30,A
USGS,7137000,7/24/2000,29,A
USGS,7137000,7/25/2000,29,A
USGS,7137000,7/26/2000,28,A
USGS,7137000,7/27/2000,29,A
USGS,7137000,7/28/2000,30,A
USGS,7137000,7/29/2000,30,A
USGS,7137000,7/30/2000,30,A
USGS,7137000,7/31/2000,30,A
USGS,7137000,8/1/2000,30,A
USGS,7137000,8/2/2000,31,A
USGS,7137000,8/3/2000,29,A
USGS,7137000,8/4/2000,30,A
USGS,7137000,8/5/2000,30,A
USGS,7137000,8/6/2000,30,A
USGS,7137000,8/7/2000,30,A
USGS,7137000,8/8/2000,30,A
USGS,7137000,8/9/2000,32,A
USGS,7137000,8/10/2000,35,A
USGS,7137000,8/11/2000,36,A
USGS,7137000,8/12/2000,32,A
USGS,7137000,8/13/2000,33,A
USGS,7137000,8/14/2000,33,A
USGS,7137000,8/15/2000,32,A
USGS,7137000,8/16/2000,35,A
USGS,7137000,8/17/2000,35,A
USGS,7137000,8/18/2000,35,A
USGS,7137000,8/19/2000,34,A
USGS,7137000,8/20/2000,36,A
USGS,7137000,8/21/2000,22,A
USGS,7137000,8/22/2000,34,A
USGS,7137000,8/23/2000,30,A
USGS,7137000,8/24/2000,30,A
USGS,7137000,8/25/2000,30,A
USGS,7137000,8/26/2000,31,A
USGS,7137000,8/27/2000,31,A
USGS,7137000,8/28/2000,31,A
USGS,7137000,8/29/2000,31,A
USGS,7137000,8/30/2000,32,A
USGS,7137000,8/31/2000,31,A
USGS,7137000,9/1/2000,32,A
USGS,7137000,9/2/2000,31,A
USGS,7137000,9/3/2000,28,A
USGS,7137000,9/4/2000,25,A
USGS,7137000,9/5/2000,24,A
USGS,7137000,9/6/2000,27,A
USGS,7137000,9/7/2000,28,A
USGS,7137000,9/8/2000,28,A
USGS,7137000,9/9/2000,28,A
USGS,7137000,9/10/2000,28,A
USGS,7137000,9/11/2000,28,A
USGS,7137000,9/12/2000,27,A
USGS,7137000,9/13/2000,26,A
USGS,7137000,9/14/2000,25,A
USGS,7137000,9/15/2000,26,A
USGS,7137000,9/16/2000,27,A
USGS,7137000,9/17/2000,26,A
USGS,7137000,9/18/2000,28,A
USGS,7137000,9/19/2000,28,A
USGS,7137000,9/20/2000,28,A
USGS,7137000,9/21/2000,29,A
USGS,7137000,9/22/2000,27,A
USGS,7137000,9/23/2000,27,A
USGS,7137000,9/24/2000,28,A
USGS,7137000,9/25/2000,28,A
USGS,7137000,9/26/2000,27,A
USGS,7137000,9/27/2000,27,A
USGS,7137000,9/28/2000,27,A
USGS,7137000,9/29/2000,27,A
USGS,7137000,9/30/2000,28,A
USGS,7137000,10/1/2000,28,A
USGS,7137000,10/2/2000,28,A
USGS,7137000,10/3/2000,28,A
USGS,7137000,10/4/2000,28,A
USGS,7137000,10/5/2000,28,A
USGS,7137000,10/6/2000,28,A
USGS,7137000,10/7/2000,27,A
USGS,7137000,10/8/2000,27,A
USGS,7137000,10/9/2000,24,A
USGS,7137000,10/10/2000,27,A
USGS,7137000,10/11/2000,27,A
USGS,7137000,10/12/2000,27,A
USGS,7137000,10/13/2000,27,A
USGS,7137000,10/14/2000,27,A
USGS,7137000,10/15/2000,27,A
USGS,7137000,10/16/2000,27,A
USGS,7137000,10/17/2000,27,A
USGS,7137000,10/18/2000,27,A
USGS,7137000,10/19/2000,27,A
USGS,7137000,10/20/2000,27,A
USGS,7137000,10/21/2000,27,A
USGS,7137000,10/22/2000,27,A
USGS,7137000,10/23/2000,27,A
USGS,7137000,10/24/2000,27,A
USGS,7137000,10/25/2000,27,A
USGS,7137000,10/26/2000,27,A
USGS,7137000,10/27/2000,27,A
USGS,7137000,10/28/2000,19,A
USGS,7137000,10/29/2000,0.05,A
USGS,7137000,10/30/2000,0,A
USGS,7137000,10/31/2000,0,A
USGS,7137000,11/1/2000,0,A
USGS,7137000,11/2/2000,0,A
USGS,7137000,11/3/2000,0,A
USGS,7137000,11/4/2000,0,A
USGS,7137000,11/5/2000,0,A
USGS,7137000,11/6/2000,0,A
USGS,7137000,11/7/2000,0,A
USGS,7137000,11/8/2000,0,A
USGS,7137000,11/9/2000,0,A
USGS,7137000,11/10/2000,0,A
USGS,7137000,11/11/2000,0,A
USGS,7137000,11/12/2000,0,A
USGS,7137000,11/13/2000,0,A
USGS,7137000,11/14/2000,0,A
USGS,7137000,11/15/2000,0,A
USGS,7137000,11/16/2000,0,A
USGS,7137000,11/17/2000,0,A
USGS,7137000,11/18/2000,0,A
USGS,7137000,11/19/2000,0,A
USGS,7137000,11/20/2000,0,A
USGS,7137000,11/21/2000,0,A
USGS,7137000,11/22/2000,0,A
USGS,7137000,11/23/2000,0,A
USGS,7137000,11/24/2000,0,A
USGS,7137000,11/25/2000,0,A
USGS,7137000,11/26/2000,0,A
USGS,7137000,11/27/2000,0,A
USGS,7137000,11/28/2000,0,A
USGS,7137000,11/29/2000,0,A
USGS,7137000,11/30/2000,0,A
USGS,7137000,12/1/2000,0,A
USGS,7137000,12/2/2000,0,A
USGS,7137000,12/3/2000,0,A
USGS,7137000,12/4/2000,0,A
USGS,7137000,12/5/2000,0,A
USGS,7137000,12/6/2000,0,A
USGS,7137000,12/7/2000,0,A
USGS,7137000,12/8/2000,0,A
USGS,7137000,12/9/2000,0,A
USGS,7137000,12/10/2000,0,A
USGS,7137000,12/11/2000,0,A
USGS,7137000,12/12/2000,0,A
USGS,7137000,12/13/2000,0,A
USGS,7137000,12/14/2000,0,A
USGS,7137000,12/15/2000,0,A
USGS,7137000,12/16/2000,0,A
USGS,7137000,12/17/2000,0,A
USGS,7137000,12/18/2000,0,A
USGS,7137000,12/19/2000,0,A
USGS,7137000,12/20/2000,0,A
USGS,7137000,12/21/2000,0,A
USGS,7137000,12/22/2000,0,A
USGS,7137000,12/23/2000,0,A
USGS,7137000,12/24/2000,0,A
USGS,7137000,12/25/2000,0,A
