# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,
#,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,
# retrieved: 2012-01-11 22:47:04 EST       (caww02),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
"#    USGS 07137500 ARKANSAS R NR COOLIDGE, KS",,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 07137500,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,
"#    04   00010     00003     Temperature, water, degrees Celsius (Mean)",,,,,,,,
"#    06   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,
#     Ice  Ice affected  ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,
#     P  Provisional data subject to revision.  ,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd,04_00010_00003,04_00010_00003_cd,06_00095_00003,06_00095_00003_cd
USGS,7137500,4/7/1999,262,A,,,,
USGS,7137500,4/8/1999,263,A,,,,
USGS,7137500,4/9/1999,249,A,,,,
USGS,7137500,4/10/1999,236,A,,,,
USGS,7137500,4/11/1999,231,A,,,,
USGS,7137500,4/12/1999,222,A,,,,
USGS,7137500,4/13/1999,209,A,,,,
USGS,7137500,4/14/1999,234,A,,,,
USGS,7137500,4/15/1999,294,A,,,,
USGS,7137500,4/16/1999,346,A,,,,
USGS,7137500,4/17/1999,294,A,,,,
USGS,7137500,4/18/1999,263,A,,,,
USGS,7137500,4/19/1999,246,A,,,,
USGS,7137500,4/20/1999,248,A,,,,
USGS,7137500,4/21/1999,266,A,,,,
USGS,7137500,4/22/1999,349,A,,,,
USGS,7137500,4/23/1999,358,A,,,,
USGS,7137500,4/24/1999,314,A,,,,
USGS,7137500,4/25/1999,322,A,,,,
USGS,7137500,4/26/1999,372,A,,,,
USGS,7137500,4/27/1999,328,A,,,,
USGS,7137500,4/28/1999,296,A,,,,
USGS,7137500,4/29/1999,272,A,,,,
USGS,7137500,4/30/1999,317,A,,,,
USGS,7137500,5/1/1999,575,A,,,,
USGS,7137500,5/2/1999,1470,A,,,,
USGS,7137500,5/3/1999,1160,A,,,,
USGS,7137500,5/4/1999,1540,A,,,,
USGS,7137500,5/5/1999,2630,A,,,,
USGS,7137500,5/6/1999,3310,A,,,,
USGS,7137500,5/7/1999,2410,A,,,,
USGS,7137500,5/8/1999,2240,A,,,,
USGS,7137500,5/9/1999,2400,A,,,,
USGS,7137500,5/10/1999,2540,A,,,,
USGS,7137500,5/11/1999,2660,A,,,,
USGS,7137500,5/12/1999,2630,A,,,,
USGS,7137500,5/13/1999,2590,A,,,,
USGS,7137500,5/14/1999,2600,A,,,,
USGS,7137500,5/15/1999,2610,A,,,,
USGS,7137500,5/16/1999,2600,A,,,,
USGS,7137500,5/17/1999,2640,A,,,,
USGS,7137500,5/18/1999,2710,A,,,,
USGS,7137500,5/19/1999,2720,A,,,,
USGS,7137500,5/20/1999,2710,A,,,,
USGS,7137500,5/21/1999,2710,A,,,,
USGS,7137500,5/22/1999,2670,A,,,,
USGS,7137500,5/23/1999,2700,A,,,,
USGS,7137500,5/24/1999,2700,A,,,,
USGS,7137500,5/25/1999,2750,A,,,,
USGS,7137500,5/26/1999,2800,A,,,,
USGS,7137500,5/27/1999,2690,A,,,,
USGS,7137500,5/28/1999,2720,A,,,,
USGS,7137500,5/29/1999,2780,A,,,,
USGS,7137500,5/30/1999,2780,A,,,,
USGS,7137500,5/31/1999,2770,A,,,,
USGS,7137500,6/1/1999,2780,A,,,,
USGS,7137500,6/2/1999,2750,A,,,2250,A
USGS,7137500,6/3/1999,2750,A,,,2225,A
USGS,7137500,6/4/1999,2760,A,,,2203,A
USGS,7137500,6/5/1999,2800,A,,,2190,A
USGS,7137500,6/6/1999,2770,A,,,2192,A
USGS,7137500,6/7/1999,2810,A,,,2179,A
USGS,7137500,6/8/1999,2810,A,,,2170,A
USGS,7137500,6/9/1999,2820,A,,,2166,A
USGS,7137500,6/10/1999,2820,A,,,2172,A
USGS,7137500,6/11/1999,2800,A,,,2180,A
USGS,7137500,6/12/1999,2790,A,,,2140,A
USGS,7137500,6/13/1999,2760,A,,,2233,A
USGS,7137500,6/14/1999,2580,A,,,2269,A
USGS,7137500,6/15/1999,2480,A,,,2274,A
USGS,7137500,6/16/1999,2440,A,,,2246,A
USGS,7137500,6/17/1999,2420,A,,,2268,A
USGS,7137500,6/18/1999,2220,A,,,2298,A
USGS,7137500,6/19/1999,2160,A,,,2249,A
USGS,7137500,6/20/1999,2080,A,,,2260,A
USGS,7137500,6/21/1999,2000,A,,,2274,A
USGS,7137500,6/22/1999,2000,A,,,2277,A
USGS,7137500,6/23/1999,1970,A,,,2260,A
USGS,7137500,6/24/1999,2060,A,,,2220,A
USGS,7137500,6/25/1999,1760,A,,,2347,A
USGS,7137500,6/26/1999,1500,A,,,,
USGS,7137500,6/27/1999,1220,A,,,,
USGS,7137500,6/28/1999,1140,A,,,,
USGS,7137500,6/29/1999,1210,A,,,,
USGS,7137500,6/30/1999,1570,A,,,,
USGS,7137500,7/1/1999,1730,A,,,,
USGS,7137500,7/2/1999,1540,A,,,,
USGS,7137500,7/3/1999,1250,A,,,,
USGS,7137500,7/4/1999,843,A,,,,
USGS,7137500,7/5/1999,713,A,,,,
USGS,7137500,7/6/1999,610,A,,,,
USGS,7137500,7/7/1999,519,A,,,,
USGS,7137500,7/8/1999,459,A,,,,
USGS,7137500,7/9/1999,393,A,,,,
USGS,7137500,7/10/1999,577,A,,,,
USGS,7137500,7/11/1999,622,A,,,,
USGS,7137500,7/12/1999,670,A,,,,
USGS,7137500,7/13/1999,649,A,,,,
USGS,7137500,7/14/1999,581,A,,,,
USGS,7137500,7/15/1999,524,A,,,,
USGS,7137500,7/16/1999,541,A,,,,
USGS,7137500,7/17/1999,747,A,,,,
USGS,7137500,7/18/1999,796,A,,,,
USGS,7137500,7/19/1999,697,A,,,,
USGS,7137500,7/20/1999,658,A,,,,
USGS,7137500,7/21/1999,628,A,,,,
USGS,7137500,7/22/1999,591,A,,,,
USGS,7137500,7/23/1999,554,A,25.6,A,2650,A
USGS,7137500,7/24/1999,552,A,26.1,A,2660,A
USGS,7137500,7/25/1999,572,A,25.6,A,2570,A
USGS,7137500,7/26/1999,601,A,26.1,A,2530,A
USGS,7137500,7/27/1999,599,A,26.5,A,2530,A
USGS,7137500,7/28/1999,578,A,25.9,A,2500,A
USGS,7137500,7/29/1999,643,A,25.7,A,2380,A
USGS,7137500,7/30/1999,678,A,26.4,A,2020,A
USGS,7137500,7/31/1999,734,A,25.4,A,1870,A
USGS,7137500,8/1/1999,1180,A,23.4,A,1650,A
USGS,7137500,8/2/1999,2160,A,21.8,A,1560,A
USGS,7137500,8/3/1999,2030,A,22.3,A,2130,A
USGS,7137500,8/4/1999,1040,A,22.2,A,2440,A
USGS,7137500,8/5/1999,906,A,21.9,A,2080,A
USGS,7137500,8/6/1999,736,A,23.3,A,1800,A
USGS,7137500,8/7/1999,742,A,24.6,A,2320,A
USGS,7137500,8/8/1999,532,A,24.9,A,2470,A
USGS,7137500,8/9/1999,430,A,24.8,A,2230,A
USGS,7137500,8/10/1999,878,A:e,25.9,A,1700,A
USGS,7137500,8/11/1999,1470,A:e,25.8,A,2080,A
USGS,7137500,8/12/1999,2070,A,25.2,A,1970,A
USGS,7137500,8/13/1999,2440,A,24.3,A,,
USGS,7137500,8/14/1999,2640,A,23.9,A,2020,A
USGS,7137500,8/15/1999,2750,A,24.5,A,1950,A
USGS,7137500,8/16/1999,2790,A,25.2,A,1900,A
USGS,7137500,8/17/1999,2740,A,26,A,2000,A
USGS,7137500,8/18/1999,1640,A,25.1,A,2210,A
USGS,7137500,8/19/1999,811,A,24.4,A,2180,A
USGS,7137500,8/20/1999,581,A:e,24.2,A,2280,A
USGS,7137500,8/21/1999,492,A:e,24.7,A,2150,A
USGS,7137500,8/22/1999,436,A:e,24.9,A,1960,A
USGS,7137500,8/23/1999,408,A:e,24.6,A,2090,A
USGS,7137500,8/24/1999,384,A:e,24.5,A,2120,A
USGS,7137500,8/25/1999,367,A:e,24,A,2160,A
USGS,7137500,8/26/1999,354,A,24.1,A,2200,A
USGS,7137500,8/27/1999,348,A,24.3,A,1980,A
USGS,7137500,8/28/1999,327,A,24.4,A,1770,A
USGS,7137500,8/29/1999,325,A,24.1,A,2360,A
USGS,7137500,8/30/1999,350,A,24.2,A,2530,A
USGS,7137500,8/31/1999,333,A,23.9,A,2500,A
USGS,7137500,9/1/1999,302,A,22.6,A,2580,A
USGS,7137500,9/2/1999,306,A,21.7,A,,
USGS,7137500,9/3/1999,302,A,21.8,A,3540,A
USGS,7137500,9/4/1999,315,A,21.8,A,3410,A
USGS,7137500,9/5/1999,346,A,21.4,A,3120,A
USGS,7137500,9/6/1999,369,A,21.9,A,2840,A
USGS,7137500,9/7/1999,362,A,21.7,A,2800,A
USGS,7137500,9/8/1999,359,A,20.4,A,2540,A
USGS,7137500,9/9/1999,354,A,20.1,A,2380,A
USGS,7137500,9/10/1999,346,A,21.4,A,2310,A
USGS,7137500,9/11/1999,344,A,21.4,A,2320,A
USGS,7137500,9/12/1999,359,A,18.7,A,2260,A
USGS,7137500,9/13/1999,331,A,18.2,A,2330,A
USGS,7137500,9/14/1999,339,A,18.3,A,2320,A
USGS,7137500,9/15/1999,346,A,16.8,A,2290,A
USGS,7137500,9/16/1999,372,A,15.6,A,2200,A
USGS,7137500,9/17/1999,378,A,17,A,2160,A
USGS,7137500,9/18/1999,376,A,19.6,A,2150,A
USGS,7137500,9/19/1999,354,A,17.4,A,2190,A
USGS,7137500,9/20/1999,362,A,14.3,A,2190,A
USGS,7137500,9/21/1999,360,A,15.6,A,2190,A
USGS,7137500,9/22/1999,363,A,17.2,A,2150,A
USGS,7137500,9/23/1999,348,A,18,A,2160,A
USGS,7137500,9/24/1999,329,A,17.6,A,2870,A
USGS,7137500,9/25/1999,321,A,18,A,3520,A
USGS,7137500,9/26/1999,320,A,17.7,A,3460,A
USGS,7137500,9/27/1999,323,A,14.9,A,3400,A
USGS,7137500,9/28/1999,332,A,12.8,A,3370,A
USGS,7137500,9/29/1999,329,A,12,A,3360,A
USGS,7137500,9/30/1999,343,A,13.7,A,3320,A
USGS,7137500,10/1/1999,350,A,14.8,A,3110,A
USGS,7137500,10/2/1999,350,A,13,A,3040,A
USGS,7137500,10/3/1999,362,A,11.9,A,2860,A
USGS,7137500,10/4/1999,365,A,12.5,A,3060,A
USGS,7137500,10/5/1999,369,A,14.1,A,3100,A
USGS,7137500,10/6/1999,356,A,15.5,A,3060,A
USGS,7137500,10/7/1999,358,A,14.8,A,3120,A
USGS,7137500,10/8/1999,353,A,14.9,A,3310,A
USGS,7137500,10/9/1999,330,A,14.9,A,3340,A
USGS,7137500,10/10/1999,316,A,15.6,A,1590,A
USGS,7137500,10/11/1999,293,A,16.1,A,879,A
USGS,7137500,10/12/1999,269,A,16.2,A,1030,A
USGS,7137500,10/13/1999,254,A,15.8,A,2380,A
USGS,7137500,10/14/1999,255,A,15.6,A,3870,A
USGS,7137500,10/15/1999,260,A,15,A,3760,A
USGS,7137500,10/16/1999,253,A,11.3,A,3840,A
USGS,7137500,10/17/1999,255,A,10.3,A,3810,A
USGS,7137500,10/18/1999,264,A,10.4,A,3640,A
USGS,7137500,10/19/1999,283,A,11.5,A,3070,A
USGS,7137500,10/20/1999,267,A,11.4,A,,
USGS,7137500,10/21/1999,268,A,12.1,A,3250,A
USGS,7137500,10/22/1999,254,A,12.3,A,3080,A
USGS,7137500,10/23/1999,248,A,12.3,A,3050,A
USGS,7137500,10/24/1999,252,A,11.9,A,3010,A
USGS,7137500,10/25/1999,283,A,12.1,A,2740,A
USGS,7137500,10/26/1999,269,A,12.2,A,2600,A
USGS,7137500,10/27/1999,263,A,11.8,A,2650,A
USGS,7137500,10/28/1999,256,A,10.8,A,,
USGS,7137500,10/29/1999,255,A,10.6,A,,
USGS,7137500,10/30/1999,277,A,9.3,A,2750,A
USGS,7137500,10/31/1999,306,A,9.5,A,2670,A
USGS,7137500,11/1/1999,313,A,9.1,A,2610,A
USGS,7137500,11/2/1999,317,A,7.8,A,2510,A
USGS,7137500,11/3/1999,311,A,8.3,A,2820,A
USGS,7137500,11/4/1999,286,A,9.2,A,2930,A
USGS,7137500,11/5/1999,282,A,9.7,A,2720,A
USGS,7137500,11/6/1999,264,A,9.4,A,2710,A
USGS,7137500,11/7/1999,265,A,9.8,A,2700,A
USGS,7137500,11/8/1999,279,A,11,A,2650,A
USGS,7137500,11/9/1999,255,A,11.3,A,2690,A
USGS,7137500,11/10/1999,242,A,10.5,A,2730,A
USGS,7137500,11/11/1999,225,A,10.8,A,2800,A
USGS,7137500,11/12/1999,224,A,10.4,A,2810,A
USGS,7137500,11/13/1999,245,A,10.1,A,2750,A
USGS,7137500,11/14/1999,266,A,9.9,A,2690,A
USGS,7137500,11/15/1999,281,A,9.8,A,2650,A
USGS,7137500,11/16/1999,314,A,9.5,A,2590,A
USGS,7137500,11/17/1999,317,A,9.2,A,2590,A
USGS,7137500,11/18/1999,311,A,9.9,A,2680,A
USGS,7137500,11/19/1999,304,A,8.8,A,2570,A
USGS,7137500,11/20/1999,297,A,7.9,A,2560,A
USGS,7137500,11/21/1999,321,A,7.9,A,2570,A
USGS,7137500,11/22/1999,337,A,7.4,A,2550,A
USGS,7137500,11/23/1999,355,A,6.3,A,2510,A
USGS,7137500,11/24/1999,346,A,5.4,A,2510,A
USGS,7137500,11/25/1999,319,A,4.5,A,2570,A
USGS,7137500,11/26/1999,318,A,5.7,A,2600,A
USGS,7137500,11/27/1999,334,A,7.4,A,2580,A
USGS,7137500,11/28/1999,311,A,7.6,A,2610,A
USGS,7137500,11/29/1999,300,A,7,A,2640,A
USGS,7137500,11/30/1999,286,A,7.6,A,2660,A
USGS,7137500,12/1/1999,280,A,8.1,A,2700,A
USGS,7137500,12/2/1999,294,A,7.7,A,2690,A
USGS,7137500,12/3/1999,282,A,6.4,A,2700,A
USGS,7137500,12/4/1999,264,A,5,A,2740,A
USGS,7137500,12/5/1999,239,A,2.9,A,2810,A
USGS,7137500,12/6/1999,245,A,3.3,A,2820,A
USGS,7137500,12/7/1999,249,A,3.9,A,2840,A
USGS,7137500,12/8/1999,245,A,4.5,A,3440,A
USGS,7137500,12/9/1999,237,A,3.9,A,3590,A
USGS,7137500,12/10/1999,253,A,3.6,A,3400,A
USGS,7137500,12/11/1999,264,A,4.1,A,3350,A
USGS,7137500,12/12/1999,262,A,3.6,A,3330,A
USGS,7137500,12/13/1999,252,A,3.2,A,3340,A
USGS,7137500,12/14/1999,257,A,2.8,A,3350,A
USGS,7137500,12/15/1999,242,A,,,3380,A
USGS,7137500,12/16/1999,233,A,3,A,3360,A
USGS,7137500,12/17/1999,248,A,4.5,A,3350,A
USGS,7137500,12/18/1999,258,A,4.9,A,3330,A
USGS,7137500,12/19/1999,258,A,5,A,3330,A
USGS,7137500,12/20/1999,253,A,3.6,A,3350,A
USGS,7137500,12/21/1999,252,A,2.6,A,3360,A
USGS,7137500,12/22/1999,249,A,2.9,A,3360,A
USGS,7137500,12/23/1999,246,A,3.4,A,3350,A
USGS,7137500,12/24/1999,246,A,4.3,A,3340,A
USGS,7137500,12/25/1999,248,A,4.7,A,3330,A
USGS,7137500,12/26/1999,247,A,4.8,A,3330,A
USGS,7137500,12/27/1999,250,A,4.7,A,3340,A
USGS,7137500,12/28/1999,252,A,5.3,A,3340,A
USGS,7137500,12/29/1999,255,A,5.2,A,3340,A
USGS,7137500,12/30/1999,257,A,5,A,3340,A
USGS,7137500,12/31/1999,254,A,4.7,A,3370,A
USGS,7137500,1/1/2000,261,A,5.1,A,3400,A
USGS,7137500,1/2/2000,270,A,5.4,A,3400,A
USGS,7137500,1/3/2000,281,A,3.2,A,3390,A
USGS,7137500,1/4/2000,277,A,,,3390,A
USGS,7137500,1/5/2000,271,A,2.5,A,3410,A
USGS,7137500,1/6/2000,277,A,4.4,A,3750,A
USGS,7137500,1/7/2000,280,A,3.7,A,3910,A
USGS,7137500,1/8/2000,274,A,3.3,A,3750,A
USGS,7137500,1/9/2000,260,A,3.7,A,3570,A
USGS,7137500,1/10/2000,251,A,4,A,3480,A
USGS,7137500,1/11/2000,247,A,4.3,A,3410,A
USGS,7137500,1/12/2000,246,A,5.8,A,3340,A
USGS,7137500,1/13/2000,241,A,6,A,3270,A
USGS,7137500,1/14/2000,241,A,4.8,A,3230,A
USGS,7137500,1/15/2000,243,A,5,A,3200,A
USGS,7137500,1/16/2000,241,A,4.9,A,3170,A
USGS,7137500,1/17/2000,237,A,5.4,A,3160,A
USGS,7137500,1/18/2000,234,A,6.7,A,3150,A
USGS,7137500,1/19/2000,236,A,7.1,A,3170,A
USGS,7137500,1/20/2000,233,A,5.7,A,,
USGS,7137500,1/21/2000,234,A,5.1,A,3160,A
USGS,7137500,1/22/2000,234,A,4.9,A,3140,A
USGS,7137500,1/23/2000,234,A,5.9,A,3120,A
USGS,7137500,1/24/2000,234,A,5,A,3050,A
USGS,7137500,1/25/2000,233,A,3.8,A,3040,A
USGS,7137500,1/26/2000,232,A,2.8,A,3040,A
USGS,7137500,1/27/2000,232,A,2.8,A,3040,A
USGS,7137500,1/28/2000,230,A,3.3,A,3030,A
USGS,7137500,1/29/2000,228,A,3.1,A,3030,A
USGS,7137500,1/30/2000,229,A,3.2,A,3020,A
USGS,7137500,1/31/2000,240,A,4.2,A,3000,A
USGS,7137500,2/1/2000,240,A,3.8,A,2990,A
USGS,7137500,2/2/2000,263,A,4.2,A,2980,A
USGS,7137500,2/3/2000,304,A,5.6,A,2930,A
USGS,7137500,2/4/2000,331,A,5.7,A,2950,A
USGS,7137500,2/5/2000,349,A,5.4,A,2920,A
USGS,7137500,2/6/2000,361,A,6.1,A,2870,A
USGS,7137500,2/7/2000,376,A,6.4,A,2840,A
USGS,7137500,2/8/2000,405,A,6.5,A,2810,A
USGS,7137500,2/9/2000,596,A,6.2,A,2570,A
USGS,7137500,2/10/2000,666,A,5.7,A,2520,A
USGS,7137500,2/11/2000,614,A,4,A,2500,A
USGS,7137500,2/12/2000,429,A,3.4,A,2620,A
USGS,7137500,2/13/2000,363,A,4.3,A,2700,A
USGS,7137500,2/14/2000,332,A,5.1,A,2790,A
USGS,7137500,2/15/2000,314,A,7,A,2900,A
USGS,7137500,2/16/2000,299,A,7.2,A,2970,A
USGS,7137500,2/17/2000,290,A,5.8,A,2990,A
USGS,7137500,2/18/2000,283,A,5.3,A,3010,A
USGS,7137500,2/19/2000,318,A,5.1,A,3030,A
USGS,7137500,2/20/2000,363,A,5.2,A,3040,A
USGS,7137500,2/21/2000,382,A,7.7,A,3020,A
USGS,7137500,2/22/2000,380,A,9.4,A,2970,A
USGS,7137500,2/23/2000,397,A,10.5,A,,
USGS,7137500,2/24/2000,511,A,9,A,2550,A
USGS,7137500,2/25/2000,554,A,7.8,A,2410,A
USGS,7137500,2/26/2000,485,A,8,A,2530,A
USGS,7137500,2/27/2000,474,A,7.8,A,2610,A
USGS,7137500,2/28/2000,461,A,8.2,A,2640,A
USGS,7137500,2/29/2000,415,A,8.9,A,2780,A
USGS,7137500,3/1/2000,388,A,8.6,A,2850,A
USGS,7137500,3/2/2000,380,A,7.1,A,2960,A
USGS,7137500,3/3/2000,374,A,7.2,A,3060,A
USGS,7137500,3/4/2000,438,A,9.4,A,2970,A
USGS,7137500,3/5/2000,455,A,10.7,A,2800,A
USGS,7137500,3/6/2000,427,A,10.9,A,2800,A
USGS,7137500,3/7/2000,409,A,12.3,A,2840,A
USGS,7137500,3/8/2000,496,A,10.4,A,2740,A
USGS,7137500,3/9/2000,485,A,9.9,A,2760,A
USGS,7137500,3/10/2000,488,A,7.2,A,2440,A
USGS,7137500,3/11/2000,713,A,6.3,A,2150,A
USGS,7137500,3/12/2000,756,A,7.8,A,2060,A
USGS,7137500,3/13/2000,546,A,8.9,A,2200,A
USGS,7137500,3/14/2000,480,A,9.7,A,2370,A
USGS,7137500,3/15/2000,445,A,10.5,A,2500,A
USGS,7137500,3/16/2000,441,A,7,A,2540,A
USGS,7137500,3/17/2000,427,A,6.3,A,2590,A
USGS,7137500,3/18/2000,396,A,7,A,2610,A
USGS,7137500,3/19/2000,372,A,8.2,A,2690,A
USGS,7137500,3/20/2000,387,A,8.8,A,2700,A
USGS,7137500,3/21/2000,391,A,6.1,A,2670,A
USGS,7137500,3/22/2000,429,A,6.4,A,2620,A
USGS,7137500,3/23/2000,454,A,8.1,A,2570,A
USGS,7137500,3/24/2000,467,A,10.3,A,2550,A
USGS,7137500,3/25/2000,428,A,13.2,A,2570,A
USGS,7137500,3/26/2000,405,A,14.2,A,2630,A
USGS,7137500,3/27/2000,372,A,14,A,2860,A
USGS,7137500,3/28/2000,308,A,12.4,A,,
USGS,7137500,3/29/2000,294,A,10.6,A,3580,A
USGS,7137500,3/30/2000,289,A,9.7,A,3570,A
USGS,7137500,3/31/2000,314,A,8,A,3450,A
USGS,7137500,4/1/2000,370,A,8.6,A,3280,A
USGS,7137500,4/2/2000,417,A,9.5,A,,
USGS,7137500,4/3/2000,419,A,9.3,A,3230,A
USGS,7137500,4/4/2000,414,A,10.5,A,,
USGS,7137500,4/5/2000,390,A,14.4,A,3330,A
USGS,7137500,4/6/2000,357,A,15.1,A,3210,A
USGS,7137500,4/7/2000,327,A,13.1,A,2770,A
USGS,7137500,4/8/2000,316,A,11.3,A,2650,A
USGS,7137500,4/9/2000,315,A,13.4,A,2580,A
USGS,7137500,4/10/2000,301,A,14.4,A,3200,A
USGS,7137500,4/11/2000,278,A,13.5,A,3660,A
USGS,7137500,4/12/2000,276,A,13.6,A,3470,A
USGS,7137500,4/13/2000,279,A,15.3,A,3220,A
USGS,7137500,4/14/2000,270,A,17.3,A,2960,A
USGS,7137500,4/15/2000,258,A,11.7,A,2780,A
USGS,7137500,4/16/2000,287,A,11.1,A,2650,A
USGS,7137500,4/17/2000,291,A,13.9,A,2540,A
USGS,7137500,4/18/2000,285,A,16.2,A,2500,A
USGS,7137500,4/19/2000,278,A,15,A,2930,A
USGS,7137500,4/20/2000,270,A,12.2,A,2700,A
USGS,7137500,4/21/2000,323,A,14.5,A,2870,A
USGS,7137500,4/22/2000,291,A,14.9,A,3610,A
USGS,7137500,4/23/2000,293,A,15.2,A,3560,A
USGS,7137500,4/24/2000,320,A,16.7,A,3330,A
USGS,7137500,4/25/2000,363,A,16.3,A,2870,A
USGS,7137500,4/26/2000,330,A,17,A,2960,A
USGS,7137500,4/27/2000,272,A,17.4,A,3590,A
USGS,7137500,4/28/2000,242,A,16.8,A,3490,A
USGS,7137500,4/29/2000,244,A,17,A,3500,A
USGS,7137500,4/30/2000,299,A,14.2,A,2980,A
USGS,7137500,5/1/2000,668,A,11.4,A,1960,A
USGS,7137500,5/2/2000,572,A,13.7,A,1890,A
USGS,7137500,5/3/2000,459,A,17.2,A,2140,A
USGS,7137500,5/4/2000,397,A,19.4,A,2230,A
USGS,7137500,5/5/2000,356,A,21.1,A,2290,A
USGS,7137500,5/6/2000,329,A,22.2,A,2230,A
USGS,7137500,5/7/2000,324,A,22.4,A,2680,A
USGS,7137500,5/8/2000,302,A,19.3,A,3440,A
USGS,7137500,5/9/2000,276,A,17.9,A,3520,A
USGS,7137500,5/10/2000,250,A,19.1,A,,
USGS,7137500,5/11/2000,224,A,20,A,3800,A
