# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional				
#				
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info				
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2012-01-11 22:52:37 EST       (vaww01)				
#				
# Data for the following 1 site(s) are contained in this file				
USGS	7134100	8/7/1999	31	A
USGS	7134100	8/8/1999	27	A
USGS	7134100	8/9/1999	26	A
USGS	7134100	8/10/1999	25	A:e
USGS	7134100	8/11/1999	25	A:e
USGS	7134100	8/12/1999	25	A:e
USGS	7134100	8/13/1999	26	A:e
USGS	7134100	8/14/1999	27	A:e
USGS	7134100	8/15/1999	27	A:e
USGS	7134100	8/16/1999	27	A:e
USGS	7134100	8/17/1999	28	A:e
USGS	7134100	8/18/1999	30	A
USGS	7134100	8/19/1999	21	A
USGS	7134100	8/20/1999	21	A
USGS	7134100	8/21/1999	23	A
USGS	7134100	8/22/1999	22	A
USGS	7134100	8/23/1999	20	A
USGS	7134100	8/24/1999	21	A
USGS	7134100	8/25/1999	19	A
USGS	7134100	8/26/1999	19	A
USGS	7134100	8/27/1999	16	A
USGS	7134100	8/28/1999	19	A
USGS	7134100	8/29/1999	20	A
USGS	7134100	8/30/1999	20	A
USGS	7134100	8/31/1999	20	A
USGS	7134100	9/1/1999	21	A
USGS	7134100	9/2/1999	16	A
USGS	7134100	9/3/1999	14	A
USGS	7134100	9/4/1999	14	A
USGS	7134100	9/5/1999	16	A
USGS	7134100	9/6/1999	12	A
USGS	7134100	9/7/1999	7.3	A
USGS	7134100	9/8/1999	6.7	A
USGS	7134100	9/9/1999	6.3	A
USGS	7134100	9/10/1999	7.1	A
USGS	7134100	9/11/1999	18	A
USGS	7134100	9/12/1999	15	A
USGS	7134100	9/13/1999	14	A
USGS	7134100	9/14/1999	16	A
USGS	7134100	9/15/1999	16	A
USGS	7134100	9/16/1999	15	A
USGS	7134100	9/17/1999	16	A
USGS	7134100	9/18/1999	16	A
USGS	7134100	9/19/1999	17	A:e
USGS	7134100	9/20/1999	17	A:e
USGS	7134100	9/21/1999	17	A:e
USGS	7134100	9/22/1999	18	A:e
USGS	7134100	9/23/1999	18	A:e
USGS	7134100	9/24/1999	18	A:e
USGS	7134100	9/25/1999	19	A:e
USGS	7134100	9/26/1999	20	A:e
USGS	7134100	9/27/1999	20	A:e
USGS	7134100	9/28/1999	20	A:e
USGS	7134100	9/29/1999	21	A:e
USGS	7134100	9/30/1999	21	A:e
USGS	7134100	10/1/1999	20	A
USGS	7134100	10/2/1999	18	A
USGS	7134100	10/3/1999	18	A
USGS	7134100	10/4/1999	19	A
USGS	7134100	10/5/1999	19	A
USGS	7134100	10/6/1999	19	A
USGS	7134100	10/7/1999	19	A
USGS	7134100	10/8/1999	16	A
USGS	7134100	10/9/1999	12	A
USGS	7134100	10/10/1999	11	A
USGS	7134100	10/11/1999	11	A
USGS	7134100	10/12/1999	12	A
USGS	7134100	10/13/1999	13	A
USGS	7134100	10/14/1999	15	A
USGS	7134100	10/15/1999	17	A
USGS	7134100	10/16/1999	18	A
USGS	7134100	10/17/1999	18	A
USGS	7134100	10/18/1999	18	A
USGS	7134100	10/19/1999	18	A
USGS	7134100	10/20/1999	19	A
USGS	7134100	10/21/1999	20	A
USGS	7134100	10/22/1999	18	A
USGS	7134100	10/23/1999	14	A
USGS	7134100	10/24/1999	14	A
USGS	7134100	10/25/1999	17	A
USGS	7134100	10/26/1999	19	A
USGS	7134100	10/27/1999	19	A
USGS	7134100	10/28/1999	18	A
USGS	7134100	10/29/1999	19	A
USGS	7134100	10/30/1999	15	A
USGS	7134100	10/31/1999	11	A
USGS	7134100	11/1/1999	11	A
USGS	7134100	11/2/1999	11	A
USGS	7134100	11/3/1999	11	A
USGS	7134100	11/4/1999	12	A
USGS	7134100	11/5/1999	12	A
USGS	7134100	11/6/1999	11	A
USGS	7134100	11/7/1999	12	A
USGS	7134100	11/8/1999	13	A
USGS	7134100	11/9/1999	12	A
USGS	7134100	11/10/1999	12	A
USGS	7134100	11/11/1999	12	A
USGS	7134100	11/12/1999	12	A
USGS	7134100	11/13/1999	12	A
USGS	7134100	11/14/1999	11	A
USGS	7134100	11/15/1999	11	A
USGS	7134100	11/16/1999	11	A
USGS	7134100	11/17/1999	11	A
USGS	7134100	11/18/1999	11	A
USGS	7134100	11/19/1999	12	A
USGS	7134100	11/20/1999	12	A
USGS	7134100	11/21/1999	12	A
USGS	7134100	11/22/1999	12	A
USGS	7134100	11/23/1999	13	A
USGS	7134100	11/24/1999	13	A
USGS	7134100	11/25/1999	13	A
USGS	7134100	11/26/1999	13	A
USGS	7134100	11/27/1999	12	A
USGS	7134100	11/28/1999	12	A
USGS	7134100	11/29/1999	12	A
USGS	7134100	11/30/1999	13	A
USGS	7134100	12/1/1999	13	A
USGS	7134100	12/2/1999	13	A
USGS	7134100	12/3/1999	12	A
USGS	7134100	12/4/1999	12	A
USGS	7134100	12/5/1999	12	A
USGS	7134100	12/6/1999	12	A
USGS	7134100	12/7/1999	12	A
USGS	7134100	12/8/1999	12	A
USGS	7134100	12/9/1999	12	A
USGS	7134100	12/10/1999	12	A
USGS	7134100	12/11/1999	12	A
USGS	7134100	12/12/1999	12	A
USGS	7134100	12/13/1999	12	A
USGS	7134100	12/14/1999	12	A
USGS	7134100	12/15/1999	11	A
USGS	7134100	12/16/1999	28	A
USGS	7134100	12/17/1999	57	A
USGS	7134100	12/18/1999	49	A
USGS	7134100	12/19/1999	47	A
USGS	7134100	12/20/1999	48	A
USGS	7134100	12/21/1999	46	A
USGS	7134100	12/22/1999	46	A
USGS	7134100	12/23/1999	49	A
USGS	7134100	12/24/1999	52	A
USGS	7134100	12/25/1999	53	A
USGS	7134100	12/26/1999	51	A
USGS	7134100	12/27/1999	51	A
USGS	7134100	12/28/1999	51	A
USGS	7134100	12/29/1999	51	A
USGS	7134100	12/30/1999	50	A
USGS	7134100	12/31/1999	50	A
USGS	7134100	1/1/2000	51	A
USGS	7134100	1/2/2000	52	A
USGS	7134100	1/3/2000	50	A
USGS	7134100	1/4/2000	36	A
USGS	7134100	1/5/2000	52	A
USGS	7134100	1/6/2000	62	A
USGS	7134100	1/7/2000	55	A
USGS	7134100	1/8/2000	52	A
USGS	7134100	1/9/2000	52	A
USGS	7134100	1/10/2000	52	A
USGS	7134100	1/11/2000	51	A
USGS	7134100	1/12/2000	51	A
USGS	7134100	1/13/2000	50	A
USGS	7134100	1/14/2000	49	A
USGS	7134100	1/15/2000	50	A
USGS	7134100	1/16/2000	38	A
USGS	7134100	1/17/2000	36	A
USGS	7134100	1/18/2000	37	A
USGS	7134100	1/19/2000	37	A
USGS	7134100	1/20/2000	36	A
USGS	7134100	1/21/2000	36	A
USGS	7134100	1/22/2000	36	A
USGS	7134100	1/23/2000	36	A
USGS	7134100	1/24/2000	34	A
USGS	7134100	1/25/2000	34	A
USGS	7134100	1/26/2000	33	A
USGS	7134100	1/27/2000	35	A
USGS	7134100	1/28/2000	34	A
USGS	7134100	1/29/2000	32	A
USGS	7134100	1/30/2000	33	A
USGS	7134100	1/31/2000	36	A
USGS	7134100	2/1/2000	33	A
USGS	7134100	2/2/2000	34	A
USGS	7134100	2/3/2000	33	A
USGS	7134100	2/4/2000	33	A
USGS	7134100	2/5/2000	32	A
USGS	7134100	2/6/2000	33	A
USGS	7134100	2/7/2000	32	A
USGS	7134100	2/8/2000	32	A
USGS	7134100	2/9/2000	32	A
USGS	7134100	2/10/2000	33	A
USGS	7134100	2/11/2000	50	A
USGS	7134100	2/12/2000	46	A
USGS	7134100	2/13/2000	46	A
USGS	7134100	2/14/2000	45	A
USGS	7134100	2/15/2000	46	A
USGS	7134100	2/16/2000	43	A
USGS	7134100	2/17/2000	42	A
USGS	7134100	2/18/2000	41	A
USGS	7134100	2/19/2000	41	A:e
USGS	7134100	2/20/2000	42	A:e
USGS	7134100	2/21/2000	42	A
USGS	7134100	2/22/2000	41	A
USGS	7134100	2/23/2000	41	A:e
USGS	7134100	2/24/2000	41	A:e
USGS	7134100	2/25/2000	41	A:e
USGS	7134100	2/26/2000	41	A:e
USGS	7134100	2/27/2000	41	A:e
USGS	7134100	2/28/2000	42	A:e
USGS	7134100	2/29/2000	43	A
USGS	7134100	3/1/2000	50	A
USGS	7134100	3/2/2000	60	A
USGS	7134100	3/3/2000	27	A
USGS	7134100	3/4/2000	31	A
USGS	7134100	3/5/2000	220	A
USGS	7134100	3/6/2000	50	A
USGS	7134100	3/7/2000	22	A
USGS	7134100	3/8/2000	23	A
USGS	7134100	3/9/2000	17	A
USGS	7134100	3/10/2000	16	A
USGS	7134100	3/11/2000	17	A
USGS	7134100	3/12/2000	16	A
USGS	7134100	3/13/2000	15	A
USGS	7134100	3/14/2000	14	A
USGS	7134100	3/15/2000	15	A
USGS	7134100	3/16/2000	16	A
USGS	7134100	3/17/2000	17	A
USGS	7134100	3/18/2000	15	A
USGS	7134100	3/19/2000	15	A
USGS	7134100	3/20/2000	14	A
USGS	7134100	3/21/2000	15	A
USGS	7134100	3/22/2000	16	A
USGS	7134100	3/23/2000	16	A
USGS	7134100	3/24/2000	15	A
USGS	7134100	3/25/2000	14	A
USGS	7134100	3/26/2000	14	A
USGS	7134100	3/27/2000	14	A
USGS	7134100	3/28/2000	15	A
USGS	7134100	3/29/2000	17	A
USGS	7134100	3/30/2000	17	A
USGS	7134100	3/31/2000	24	A
USGS	7134100	4/1/2000	25	A
USGS	7134100	4/2/2000	21	A
USGS	7134100	4/3/2000	20	A
USGS	7134100	4/4/2000	19	A
USGS	7134100	4/5/2000	18	A
USGS	7134100	4/6/2000	15	A
USGS	7134100	4/7/2000	14	A
USGS	7134100	4/8/2000	19	A
USGS	7134100	4/9/2000	21	A
USGS	7134100	4/10/2000	26	A
USGS	7134100	4/11/2000	22	A
USGS	7134100	4/12/2000	23	A
USGS	7134100	4/13/2000	20	A
USGS	7134100	4/14/2000	22	A
USGS	7134100	4/15/2000	21	A
USGS	7134100	4/16/2000	24	A
USGS	7134100	4/17/2000	23	A
USGS	7134100	4/18/2000	24	A
USGS	7134100	4/19/2000	22	A
USGS	7134100	4/20/2000	20	A
USGS	7134100	4/21/2000	17	A
USGS	7134100	4/22/2000	15	A
USGS	7134100	4/23/2000	22	A
USGS	7134100	4/24/2000	27	A
USGS	7134100	4/25/2000	19	A
USGS	7134100	4/26/2000	20	A
USGS	7134100	4/27/2000	12	A
USGS	7134100	4/28/2000	13	A
USGS	7134100	4/29/2000	13	A
USGS	7134100	4/30/2000	136	A
USGS	7134100	5/1/2000	178	A
USGS	7134100	5/2/2000	33	A
USGS	7134100	5/3/2000	23	A
USGS	7134100	5/4/2000	20	A
USGS	7134100	5/5/2000	20	A
USGS	7134100	5/6/2000	21	A
USGS	7134100	5/7/2000	22	A
USGS	7134100	5/8/2000	20	A
USGS	7134100	5/9/2000	21	A
USGS	7134100	5/10/2000	20	A
USGS	7134100	5/11/2000	19	A
USGS	7134100	5/12/2000	20	A
USGS	7134100	5/13/2000	18	A
USGS	7134100	5/14/2000	18	A
USGS	7134100	5/15/2000	20	A
USGS	7134100	5/16/2000	17	A
USGS	7134100	5/17/2000	17	A
USGS	7134100	5/18/2000	18	A
USGS	7134100	5/19/2000	15	A
USGS	7134100	5/20/2000	15	A
USGS	7134100	5/21/2000	16	A
USGS	7134100	5/22/2000	15	A
USGS	7134100	5/23/2000	16	A
USGS	7134100	5/24/2000	17	A
USGS	7134100	5/25/2000	15	A
USGS	7134100	5/26/2000	16	A
USGS	7134100	5/27/2000	16	A
USGS	7134100	5/28/2000	19	A
USGS	7134100	5/29/2000	18	A
USGS	7134100	5/30/2000	17	A
USGS	7134100	5/31/2000	17	A
USGS	7134100	6/1/2000	20	A
USGS	7134100	6/2/2000	19	A
USGS	7134100	6/3/2000	17	A
USGS	7134100	6/4/2000	12	A
USGS	7134100	6/5/2000	14	A
USGS	7134100	6/6/2000	13	A
USGS	7134100	6/7/2000	15	A
USGS	7134100	6/8/2000	14	A
USGS	7134100	6/9/2000	17	A
USGS	7134100	6/10/2000	16	A
USGS	7134100	6/11/2000	16	A
USGS	7134100	6/12/2000	16	A
USGS	7134100	6/13/2000	17	A
USGS	7134100	6/14/2000	18	A
USGS	7134100	6/15/2000	16	A
USGS	7134100	6/16/2000	12	A
USGS	7134100	6/17/2000	19	A
USGS	7134100	6/18/2000	19	A
USGS	7134100	6/19/2000	18	A
USGS	7134100	6/20/2000	22	A
USGS	7134100	6/21/2000	21	A
USGS	7134100	6/22/2000	20	A
USGS	7134100	6/23/2000	18	A
USGS	7134100	6/24/2000	16	A
USGS	7134100	6/25/2000	15	A
USGS	7134100	6/26/2000	16	A
USGS	7134100	6/27/2000	17	A
USGS	7134100	6/28/2000	18	A
USGS	7134100	6/29/2000	19	A
USGS	7134100	6/30/2000	20	A
USGS	7134100	7/1/2000	20	A
USGS	7134100	7/2/2000	25	A
USGS	7134100	7/3/2000	28	A
USGS	7134100	7/4/2000	17	A
USGS	7134100	7/5/2000	15	A
USGS	7134100	7/6/2000	18	A
USGS	7134100	7/7/2000	13	A
USGS	7134100	7/8/2000	12	A
USGS	7134100	7/9/2000	18	A
USGS	7134100	7/10/2000	21	A
USGS	7134100	7/11/2000	22	A
USGS	7134100	7/12/2000	22	A
USGS	7134100	7/13/2000	23	A
USGS	7134100	7/14/2000	21	A
USGS	7134100	7/15/2000	15	A
USGS	7134100	7/16/2000	20	A
USGS	7134100	7/17/2000	24	A
USGS	7134100	7/18/2000	25	A
USGS	7134100	7/19/2000	22	A
USGS	7134100	7/20/2000	24	A
USGS	7134100	7/21/2000	24	A
USGS	7134100	7/22/2000	24	A
USGS	7134100	7/23/2000	23	A
USGS	7134100	7/24/2000	19	A
USGS	7134100	7/25/2000	20	A
USGS	7134100	7/26/2000	18	A
USGS	7134100	7/27/2000	20	A
USGS	7134100	7/28/2000	21	A
USGS	7134100	7/29/2000	16	A
USGS	7134100	7/30/2000	15	A
USGS	7134100	7/31/2000	16	A
USGS	7134100	8/1/2000	14	A
USGS	7134100	8/2/2000	15	A
USGS	7134100	8/3/2000	12	A
USGS	7134100	8/4/2000	12	A
USGS	7134100	8/5/2000	12	A
USGS	7134100	8/6/2000	17	A
USGS	7134100	8/7/2000	20	A
USGS	7134100	8/8/2000	15	A
USGS	7134100	8/9/2000	19	A
USGS	7134100	8/10/2000	28	A
USGS	7134100	8/11/2000	28	A
USGS	7134100	8/12/2000	21	A
USGS	7134100	8/13/2000	19	A
USGS	7134100	8/14/2000	17	A
USGS	7134100	8/15/2000	20	A
USGS	7134100	8/16/2000	20	A
USGS	7134100	8/17/2000	19	A
USGS	7134100	8/18/2000	20	A
USGS	7134100	8/19/2000	21	A
USGS	7134100	8/20/2000	20	A
USGS	7134100	8/21/2000	21	A
USGS	7134100	8/22/2000	25	A
USGS	7134100	8/23/2000	25	A
USGS	7134100	8/24/2000	23	A
USGS	7134100	8/25/2000	22	A
USGS	7134100	8/26/2000	21	A
USGS	7134100	8/27/2000	16	A
USGS	7134100	8/28/2000	14	A
USGS	7134100	8/29/2000	12	A
USGS	7134100	8/30/2000	12	A
USGS	7134100	8/31/2000	13	A
USGS	7134100	9/1/2000	17	A
USGS	7134100	9/2/2000	12	A
USGS	7134100	9/3/2000	13	A
USGS	7134100	9/4/2000	11	A
USGS	7134100	9/5/2000	15	A
USGS	7134100	9/6/2000	19	A
USGS	7134100	9/7/2000	18	A
USGS	7134100	9/8/2000	18	A
USGS	7134100	9/9/2000	16	A
USGS	7134100	9/10/2000	13	A
USGS	7134100	9/11/2000	11	A
USGS	7134100	9/12/2000	15	A
USGS	7134100	9/13/2000	15	A
USGS	7134100	9/14/2000	15	A
USGS	7134100	9/15/2000	15	A
USGS	7134100	9/16/2000	15	A
USGS	7134100	9/17/2000	18	A
USGS	7134100	9/18/2000	17	A
USGS	7134100	9/19/2000	16	A
USGS	7134100	9/20/2000	16	A
USGS	7134100	9/21/2000	13	A
USGS	7134100	9/22/2000	11	A
USGS	7134100	9/23/2000	10	A
USGS	7134100	9/24/2000	13	A
USGS	7134100	9/25/2000	16	A
USGS	7134100	9/26/2000	15	A
USGS	7134100	9/27/2000	15	A
USGS	7134100	9/28/2000	15	A
USGS	7134100	9/29/2000	14	A
USGS	7134100	9/30/2000	13	A
USGS	7134100	10/1/2000	13	A
USGS	7134100	10/2/2000	13	A
USGS	7134100	10/3/2000	12	A
USGS	7134100	10/4/2000	14	A
USGS	7134100	10/5/2000	17	A
USGS	7134100	10/6/2000	16	A
USGS	7134100	10/7/2000	16	A
USGS	7134100	10/8/2000	16	A
USGS	7134100	10/9/2000	19	A
USGS	7134100	10/10/2000	20	A
USGS	7134100	10/11/2000	18	A
USGS	7134100	10/12/2000	18	A
USGS	7134100	10/13/2000	16	A
USGS	7134100	10/14/2000	12	A
USGS	7134100	10/15/2000	15	A
USGS	7134100	10/16/2000	17	A
USGS	7134100	10/17/2000	16	A
USGS	7134100	10/18/2000	11	A
USGS	7134100	10/19/2000	11	A
USGS	7134100	10/20/2000	11	A
USGS	7134100	10/21/2000	12	A
USGS	7134100	10/22/2000	9.7	A
USGS	7134100	10/23/2000	8.8	A
USGS	7134100	10/24/2000	11	A
USGS	7134100	10/25/2000	9.6	A
USGS	7134100	10/26/2000	14	A
USGS	7134100	10/27/2000	14	A
USGS	7134100	10/28/2000	15	A
USGS	7134100	10/29/2000	17	A
USGS	7134100	10/30/2000	17	A
USGS	7134100	10/31/2000	16	A
USGS	7134100	11/1/2000	16	A
USGS	7134100	11/2/2000	15	A
USGS	7134100	11/3/2000	15	A
USGS	7134100	11/4/2000	15	A
USGS	7134100	11/5/2000	15	A
USGS	7134100	11/6/2000	16	A
USGS	7134100	11/7/2000	16	A
USGS	7134100	11/8/2000	15	A
USGS	7134100	11/9/2000	15	A
USGS	7134100	11/10/2000	15	A
USGS	7134100	11/11/2000	16	A
USGS	7134100	11/12/2000	16	A
USGS	7134100	11/13/2000	15	A
USGS	7134100	11/14/2000	15	A
USGS	7134100	11/15/2000	16	A
USGS	7134100	11/16/2000	15	A
USGS	7134100	11/17/2000	15	A
USGS	7134100	11/18/2000	30	A
USGS	7134100	11/19/2000	41	A
USGS	7134100	11/20/2000	42	A
USGS	7134100	11/21/2000	42	A
USGS	7134100	11/22/2000	43	A
USGS	7134100	11/23/2000	41	A
USGS	7134100	11/24/2000	43	A
USGS	7134100	11/25/2000	43	A
USGS	7134100	11/26/2000	43	A
USGS	7134100	11/27/2000	43	A
USGS	7134100	11/28/2000	42	A
USGS	7134100	11/29/2000	42	A
USGS	7134100	11/30/2000	42	A
USGS	7134100	12/1/2000	42	A
USGS	7134100	12/2/2000	42	A
USGS	7134100	12/3/2000	40	A
USGS	7134100	12/4/2000	48	A
USGS	7134100	12/5/2000	47	A
USGS	7134100	12/6/2000	44	A
USGS	7134100	12/7/2000	43	A
USGS	7134100	12/8/2000	42	A
USGS	7134100	12/9/2000	42	A
USGS	7134100	12/10/2000	42	A
USGS	7134100	12/11/2000	36	A
USGS	7134100	12/12/2000	33	A
USGS	7134100	12/13/2000	43	A
USGS	7134100	12/14/2000	46	A
USGS	7134100	12/15/2000	47	A
USGS	7134100	12/16/2000	46	A
USGS	7134100	12/17/2000	44	A
USGS	7134100	12/18/2000	40	A
USGS	7134100	12/19/2000	41	A
USGS	7134100	12/20/2000	39	A
USGS	7134100	12/21/2000	41	A
USGS	7134100	12/22/2000	38	A
USGS	7134100	12/23/2000	41	A
USGS	7134100	12/24/2000	41	A
USGS	7134100	12/25/2000	39	A
USGS	7134100	12/26/2000	33	A
USGS	7134100	12/27/2000	41	A
USGS	7134100	12/28/2000	45	A
USGS	7134100	12/29/2000	43	A
USGS	7134100	12/30/2000	41	A
USGS	7134100	12/31/2000	42	A
USGS	7134100	1/1/2001	40	A
USGS	7134100	1/2/2001	40	A
USGS	7134100	1/3/2001	42	A
USGS	7134100	1/4/2001	43	A
USGS	7134100	1/5/2001	43	A
USGS	7134100	1/6/2001	42	A
USGS	7134100	1/7/2001	40	A
USGS	7134100	1/8/2001	39	A
USGS	7134100	1/9/2001	37	A
USGS	7134100	1/10/2001	41	A
USGS	7134100	1/11/2001	39	A
USGS	7134100	1/12/2001	39	A
USGS	7134100	1/13/2001	40	A
USGS	7134100	1/14/2001	37	A
