# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-01-11 22:44:35 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07134180 ARKANSAS RIVER NEAR GRANADA, CO.
# -----------------------------------------------------------------------------------
#
# Data provided for site 07134180
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	07134180	1999-04-21	120	A
USGS	07134180	1999-04-22	108	A
USGS	07134180	1999-04-23	110	A
USGS	07134180	1999-04-24	112	A
USGS	07134180	1999-04-25	109	A
USGS	07134180	1999-04-26	143	A
USGS	07134180	1999-04-27	144	A
USGS	07134180	1999-04-28	121	A
USGS	07134180	1999-04-29	106	A
USGS	07134180	1999-04-30	143	A
USGS	07134180	1999-05-01	532	A
USGS	07134180	1999-05-02	935	A
USGS	07134180	1999-05-03	1090	A
USGS	07134180	1999-05-04	2320	A
USGS	07134180	1999-05-05	4070	A
USGS	07134180	1999-05-06	2510	A
USGS	07134180	1999-05-07	2030	A
USGS	07134180	1999-05-08	2260	A
USGS	07134180	1999-05-09	2570	A
USGS	07134180	1999-05-10	2740	A
USGS	07134180	1999-05-11	2670	A
USGS	07134180	1999-05-12	2650	A
USGS	07134180	1999-05-13	2660	A
USGS	07134180	1999-05-14	2670	A
USGS	07134180	1999-05-15	2590	A
USGS	07134180	1999-05-16	2520	A
USGS	07134180	1999-05-17	2560	A
USGS	07134180	1999-05-18	2660	A
USGS	07134180	1999-05-19	2660	A
USGS	07134180	1999-05-20	2680	A
USGS	07134180	1999-05-21	2670	A
USGS	07134180	1999-05-22	2650	A
USGS	07134180	1999-05-23	2650	A
USGS	07134180	1999-05-24	2680	A
USGS	07134180	1999-05-25	2730	A
USGS	07134180	1999-05-26	2600	A
USGS	07134180	1999-05-27	2430	A
USGS	07134180	1999-05-28	2710	A
USGS	07134180	1999-05-29	2710	A
USGS	07134180	1999-05-30	2710	A
USGS	07134180	1999-05-31	2640	A
USGS	07134180	1999-06-01	2600	A
USGS	07134180	1999-06-02	2570	A
USGS	07134180	1999-06-03	2590	A
USGS	07134180	1999-06-04	2640	A
USGS	07134180	1999-06-05	2720	A
USGS	07134180	1999-06-06	2690	A
USGS	07134180	1999-06-07	2780	A
USGS	07134180	1999-06-08	2770	A
USGS	07134180	1999-06-09	2720	A
USGS	07134180	1999-06-10	2700	A
USGS	07134180	1999-06-11	2470	A
USGS	07134180	1999-06-12	2440	A
USGS	07134180	1999-06-13	2250	A
USGS	07134180	1999-06-14	2070	A
USGS	07134180	1999-06-15	1980	A
USGS	07134180	1999-06-16	1910	A
USGS	07134180	1999-06-17	1750	A
USGS	07134180	1999-06-18	1640	A
USGS	07134180	1999-06-19	1590	A
USGS	07134180	1999-06-20	1570	A
USGS	07134180	1999-06-21	1590	A
USGS	07134180	1999-06-22	1580	A
USGS	07134180	1999-06-23	1550	A
USGS	07134180	1999-06-24	1480	A
USGS	07134180	1999-06-25	1380	A
USGS	07134180	1999-06-26	1210	A
USGS	07134180	1999-06-27	1050	A
USGS	07134180	1999-06-28	1010	A
USGS	07134180	1999-06-29	1220	A
USGS	07134180	1999-06-30	1420	A
USGS	07134180	1999-07-01	1410	A
USGS	07134180	1999-07-02	1230	A
USGS	07134180	1999-07-03	851	A
USGS	07134180	1999-07-04	559	A
USGS	07134180	1999-07-05	476	A
USGS	07134180	1999-07-06	409	A
USGS	07134180	1999-07-07	316	A
USGS	07134180	1999-07-08	257	A
USGS	07134180	1999-07-09	381	A
USGS	07134180	1999-07-10	634	A
USGS	07134180	1999-07-11	674	A
USGS	07134180	1999-07-12	654	A
USGS	07134180	1999-07-13	612	A
USGS	07134180	1999-07-14	558	A
USGS	07134180	1999-07-15	528	A
USGS	07134180	1999-07-16	630	A
USGS	07134180	1999-07-17	810	A
USGS	07134180	1999-07-18	760	A
USGS	07134180	1999-07-19	695	A
USGS	07134180	1999-07-20	625	A
USGS	07134180	1999-07-21	587	A
USGS	07134180	1999-07-22	579	A
USGS	07134180	1999-07-23	570	A
USGS	07134180	1999-07-24	586	A
USGS	07134180	1999-07-25	608	A
USGS	07134180	1999-07-26	618	A
USGS	07134180	1999-07-27	615	A
USGS	07134180	1999-07-28	657	A
USGS	07134180	1999-07-29	721	A
USGS	07134180	1999-07-30	730	A
USGS	07134180	1999-07-31	817	A
USGS	07134180	1999-08-01	1310	A
USGS	07134180	1999-08-02	1510	A
USGS	07134180	1999-08-03	779	A
USGS	07134180	1999-08-04	465	A
USGS	07134180	1999-08-05	416	A
USGS	07134180	1999-08-06	353	A
USGS	07134180	1999-08-07	285	A
USGS	07134180	1999-08-08	262	A
USGS	07134180	1999-08-09	470	A
USGS	07134180	1999-08-10	1040	A
USGS	07134180	1999-08-11	1450	A
USGS	07134180	1999-08-12	1790	A
USGS	07134180	1999-08-13	1910	A
USGS	07134180	1999-08-14	1990	A
USGS	07134180	1999-08-15	1970	A
USGS	07134180	1999-08-16	1920	A
USGS	07134180	1999-08-17	1620	A
USGS	07134180	1999-08-18	822	A
USGS	07134180	1999-08-19	486	A
USGS	07134180	1999-08-20	386	A
USGS	07134180	1999-08-21	355	A
USGS	07134180	1999-08-22	345	A
USGS	07134180	1999-08-23	310	A
USGS	07134180	1999-08-24	273	A
USGS	07134180	1999-08-25	252	A
USGS	07134180	1999-08-26	232	A
USGS	07134180	1999-08-27	220	A
USGS	07134180	1999-08-28	210	A
USGS	07134180	1999-08-29	199	A
USGS	07134180	1999-08-30	193	A
USGS	07134180	1999-08-31	204	A
USGS	07134180	1999-09-01	184	A
USGS	07134180	1999-09-02	151	A
USGS	07134180	1999-09-03	123	A
USGS	07134180	1999-09-04	117	A
USGS	07134180	1999-09-05	131	A
USGS	07134180	1999-09-06	132	A
USGS	07134180	1999-09-07	121	A
USGS	07134180	1999-09-08	121	A
USGS	07134180	1999-09-09	114	A
USGS	07134180	1999-09-10	100	A
USGS	07134180	1999-09-11	111	A
USGS	07134180	1999-09-12	119	A
USGS	07134180	1999-09-13	115	A
USGS	07134180	1999-09-14	117	A
USGS	07134180	1999-09-15	126	A
USGS	07134180	1999-09-16	141	A
USGS	07134180	1999-09-17	155	A
USGS	07134180	1999-09-18	176	A
USGS	07134180	1999-09-19	176	A
USGS	07134180	1999-09-20	169	A
USGS	07134180	1999-09-21	171	A
USGS	07134180	1999-09-22	157	A
USGS	07134180	1999-09-23	148	A
USGS	07134180	1999-09-24	146	A
USGS	07134180	1999-09-25	143	A
USGS	07134180	1999-09-26	140	A
USGS	07134180	1999-09-27	129	A
USGS	07134180	1999-09-28	126	A
USGS	07134180	1999-09-29	127	A
USGS	07134180	1999-09-30	124	A
USGS	07134180	1999-10-01	126	A
USGS	07134180	1999-10-02	120	A
USGS	07134180	1999-10-03	119	A
USGS	07134180	1999-10-04	120	A
USGS	07134180	1999-10-05	119	A
USGS	07134180	1999-10-06	117	A
USGS	07134180	1999-10-07	121	A
USGS	07134180	1999-10-08	118	A
USGS	07134180	1999-10-09	122	A
USGS	07134180	1999-10-10	129	A
USGS	07134180	1999-10-11	128	A
USGS	07134180	1999-10-12	125	A
USGS	07134180	1999-10-13	129	A
USGS	07134180	1999-10-14	131	A
USGS	07134180	1999-10-15	132	A
USGS	07134180	1999-10-16	137	A
USGS	07134180	1999-10-17	148	A
USGS	07134180	1999-10-18	152	A
USGS	07134180	1999-10-19	150	A
USGS	07134180	1999-10-20	149	A
USGS	07134180	1999-10-21	149	A
USGS	07134180	1999-10-22	144	A
USGS	07134180	1999-10-23	140	A
USGS	07134180	1999-10-24	139	A
USGS	07134180	1999-10-25	131	A
USGS	07134180	1999-10-26	134	A
USGS	07134180	1999-10-27	134	A
USGS	07134180	1999-10-28	132	A
USGS	07134180	1999-10-29	140	A
USGS	07134180	1999-10-30	139	A
USGS	07134180	1999-10-31	140	A
USGS	07134180	1999-11-01	137	A
USGS	07134180	1999-11-02	133	A
USGS	07134180	1999-11-03	134	A
USGS	07134180	1999-11-04	129	A
USGS	07134180	1999-11-05	125	A
USGS	07134180	1999-11-06	121	A
USGS	07134180	1999-11-07	122	A
USGS	07134180	1999-11-08	127	A
USGS	07134180	1999-11-09	130	A
USGS	07134180	1999-11-10	129	A
USGS	07134180	1999-11-11	131	A
USGS	07134180	1999-11-12	131	A
USGS	07134180	1999-11-13	131	A
USGS	07134180	1999-11-14	132	A
USGS	07134180	1999-11-15	131	A
USGS	07134180	1999-11-16	153	A
USGS	07134180	1999-11-17	157	A
USGS	07134180	1999-11-18	148	A
USGS	07134180	1999-11-19	142	A
USGS	07134180	1999-11-20	143	A
USGS	07134180	1999-11-21	142	A
USGS	07134180	1999-11-22	140	A
USGS	07134180	1999-11-23	143	A
USGS	07134180	1999-11-24	141	A
USGS	07134180	1999-11-25	153	A
USGS	07134180	1999-11-26	163	A
USGS	07134180	1999-11-27	164	A
USGS	07134180	1999-11-28	165	A
USGS	07134180	1999-11-29	164	A
USGS	07134180	1999-11-30	165	A
USGS	07134180	1999-12-01	176	A
USGS	07134180	1999-12-02	186	A
USGS	07134180	1999-12-03	178	A
USGS	07134180	1999-12-04	174	A
USGS	07134180	1999-12-05	169	A
USGS	07134180	1999-12-06	167	A
USGS	07134180	1999-12-07	166	A
USGS	07134180	1999-12-08	163	A
USGS	07134180	1999-12-09	161	A
USGS	07134180	1999-12-10	165	A
USGS	07134180	1999-12-11	163	A
USGS	07134180	1999-12-12	159	A
USGS	07134180	1999-12-13	157	A
USGS	07134180	1999-12-14	156	A
USGS	07134180	1999-12-15	152	A
USGS	07134180	1999-12-16	159	A
USGS	07134180	1999-12-17	196	A
USGS	07134180	1999-12-18	196	A
USGS	07134180	1999-12-19	195	A
USGS	07134180	1999-12-20	195	A
USGS	07134180	1999-12-21	192	A
USGS	07134180	1999-12-22	189	A
USGS	07134180	1999-12-23	187	A
USGS	07134180	1999-12-24	191	A
USGS	07134180	1999-12-25	188	A
USGS	07134180	1999-12-26	185	A
USGS	07134180	1999-12-27	184	A
USGS	07134180	1999-12-28	183	A
USGS	07134180	1999-12-29	187	A
USGS	07134180	1999-12-30	183	A
USGS	07134180	1999-12-31	189	A
USGS	07134180	2000-01-01	210	A
USGS	07134180	2000-01-02	221	A
USGS	07134180	2000-01-03	227	A
USGS	07134180	2000-01-04	207	A
USGS	07134180	2000-01-05	201	A
USGS	07134180	2000-01-06	221	A
USGS	07134180	2000-01-07	211	A
USGS	07134180	2000-01-08	193	A
USGS	07134180	2000-01-09	198	A
USGS	07134180	2000-01-10	177	A
USGS	07134180	2000-01-11	174	A
USGS	07134180	2000-01-12	170	A
USGS	07134180	2000-01-13	167	A
USGS	07134180	2000-01-14	166	A
USGS	07134180	2000-01-15	166	A
USGS	07134180	2000-01-16	167	A
USGS	07134180	2000-01-17	162	A
USGS	07134180	2000-01-18	163	A
USGS	07134180	2000-01-19	164	A
USGS	07134180	2000-01-20	161	A
USGS	07134180	2000-01-21	162	A
USGS	07134180	2000-01-22	161	A
USGS	07134180	2000-01-23	162	A
USGS	07134180	2000-01-24	162	A
USGS	07134180	2000-01-25	162	A
USGS	07134180	2000-01-26	161	A
USGS	07134180	2000-01-27	163	A
USGS	07134180	2000-01-28	162	A
USGS	07134180	2000-01-29	160	A
USGS	07134180	2000-01-30	165	A
USGS	07134180	2000-01-31	170	A
USGS	07134180	2000-02-01	183	A
USGS	07134180	2000-02-02	252	A
USGS	07134180	2000-02-03	326	A
USGS	07134180	2000-02-04	351	A
USGS	07134180	2000-02-05	365	A
USGS	07134180	2000-02-06	377	A
USGS	07134180	2000-02-07	390	A
USGS	07134180	2000-02-08	593	A
USGS	07134180	2000-02-09	795	A
USGS	07134180	2000-02-10	810	A
USGS	07134180	2000-02-11	531	A
USGS	07134180	2000-02-12	318	A
USGS	07134180	2000-02-13	266	A
USGS	07134180	2000-02-14	239	A
USGS	07134180	2000-02-15	226	A
USGS	07134180	2000-02-16	214	A
USGS	07134180	2000-02-17	208	A
USGS	07134180	2000-02-18	223	A
USGS	07134180	2000-02-19	296	A
USGS	07134180	2000-02-20	320	A
USGS	07134180	2000-02-21	321	A
USGS	07134180	2000-02-22	319	A
USGS	07134180	2000-02-23	423	A
USGS	07134180	2000-02-24	562	A
USGS	07134180	2000-02-25	497	A
USGS	07134180	2000-02-26	434	A
USGS	07134180	2000-02-27	429	A
USGS	07134180	2000-02-28	356	A
USGS	07134180	2000-02-29	305	A
USGS	07134180	2000-03-01	257	A
USGS	07134180	2000-03-02	234	A
USGS	07134180	2000-03-03	190	A
USGS	07134180	2000-03-04	176	A
USGS	07134180	2000-03-05	247	A
USGS	07134180	2000-03-06	229	A
USGS	07134180	2000-03-07	179	A
USGS	07134180	2000-03-08	207	A
USGS	07134180	2000-03-09	227	A
USGS	07134180	2000-03-10	349	A
USGS	07134180	2000-03-11	559	A
USGS	07134180	2000-03-12	374	A
USGS	07134180	2000-03-13	219	A
USGS	07134180	2000-03-14	184	A
USGS	07134180	2000-03-15	164	A
USGS	07134180	2000-03-16	159	A
USGS	07134180	2000-03-17	166	A
USGS	07134180	2000-03-18	153	A
USGS	07134180	2000-03-19	153	A
USGS	07134180	2000-03-20	154	A
USGS	07134180	2000-03-21	151	A
USGS	07134180	2000-03-22	160	A
USGS	07134180	2000-03-23	164	A
USGS	07134180	2000-03-24	165	A
USGS	07134180	2000-03-25	158	A
USGS	07134180	2000-03-26	149	A
USGS	07134180	2000-03-27	150	A
USGS	07134180	2000-03-28	143	A
USGS	07134180	2000-03-29	140	A
USGS	07134180	2000-03-30	137	A
USGS	07134180	2000-03-31	157	A
USGS	07134180	2000-04-01	193	A
USGS	07134180	2000-04-02	200	A
USGS	07134180	2000-04-03	187	A
USGS	07134180	2000-04-04	173	A
USGS	07134180	2000-04-05	167	A
USGS	07134180	2000-04-06	159	A
USGS	07134180	2000-04-07	153	A
USGS	07134180	2000-04-08	148	A
USGS	07134180	2000-04-09	149	A
USGS	07134180	2000-04-10	145	A
USGS	07134180	2000-04-11	139	A
USGS	07134180	2000-04-12	139	A
USGS	07134180	2000-04-13	133	A
USGS	07134180	2000-04-14	126	A
USGS	07134180	2000-04-15	125	A
USGS	07134180	2000-04-16	144	A
USGS	07134180	2000-04-17	149	A
USGS	07134180	2000-04-18	123	A
USGS	07134180	2000-04-19	111	A
USGS	07134180	2000-04-20	101	A
USGS	07134180	2000-04-21	97	A
USGS	07134180	2000-04-22	96	A
USGS	07134180	2000-04-23	103	A
USGS	07134180	2000-04-24	146	A
USGS	07134180	2000-04-25	155	A
USGS	07134180	2000-04-26	145	A
USGS	07134180	2000-04-27	134	A
USGS	07134180	2000-04-28	123	A
USGS	07134180	2000-04-29	119	A
USGS	07134180	2000-04-30	356	A
USGS	07134180	2000-05-01	544	A
USGS	07134180	2000-05-02	276	A
USGS	07134180	2000-05-03	205	A
USGS	07134180	2000-05-04	179	A
USGS	07134180	2000-05-05	157	A
USGS	07134180	2000-05-06	136	A
USGS	07134180	2000-05-07	113	A
USGS	07134180	2000-05-08	101	A
USGS	07134180	2000-05-09	85	A
USGS	07134180	2000-05-10	81	A
USGS	07134180	2000-05-11	78	A
USGS	07134180	2000-05-12	81	A
USGS	07134180	2000-05-13	83	A
USGS	07134180	2000-05-14	94	A
USGS	07134180	2000-05-15	118	A
USGS	07134180	2000-05-16	118	A
USGS	07134180	2000-05-17	112	A
USGS	07134180	2000-05-18	108	A
USGS	07134180	2000-05-19	113	A
USGS	07134180	2000-05-20	112	A
USGS	07134180	2000-05-21	111	A
USGS	07134180	2000-05-22	109	A
USGS	07134180	2000-05-23	108	A
USGS	07134180	2000-05-24	107	A
USGS	07134180	2000-05-25	105	A
USGS	07134180	2000-05-26	110	A
USGS	07134180	2000-05-27	108	A
USGS	07134180	2000-05-28	110	A
USGS	07134180	2000-05-29	111	A
USGS	07134180	2000-05-30	90	A
USGS	07134180	2000-05-31	97	A
USGS	07134180	2000-06-01	108	A
USGS	07134180	2000-06-02	99	A
USGS	07134180	2000-06-03	176	A
USGS	07134180	2000-06-04	329	A
USGS	07134180	2000-06-05	369	A
USGS	07134180	2000-06-06	450	A
USGS	07134180	2000-06-07	528	A
USGS	07134180	2000-06-08	604	A
USGS	07134180	2000-06-09	685	A
USGS	07134180	2000-06-10	809	A
USGS	07134180	2000-06-11	886	A
USGS	07134180	2000-06-12	918	A
USGS	07134180	2000-06-13	915	A
USGS	07134180	2000-06-14	848	A
USGS	07134180	2000-06-15	822	A
USGS	07134180	2000-06-16	781	A
USGS	07134180	2000-06-17	801	A
USGS	07134180	2000-06-18	832	A
USGS	07134180	2000-06-19	830	A
USGS	07134180	2000-06-20	792	A
USGS	07134180	2000-06-21	747	A
USGS	07134180	2000-06-22	713	A
USGS	07134180	2000-06-23	696	A
USGS	07134180	2000-06-24	675	A
USGS	07134180	2000-06-25	663	A
USGS	07134180	2000-06-26	655	A
USGS	07134180	2000-06-27	691	A
USGS	07134180	2000-06-28	713	A
USGS	07134180	2000-06-29	721	A
USGS	07134180	2000-06-30	692	A
USGS	07134180	2000-07-01	662	A
USGS	07134180	2000-07-02	702	A
USGS	07134180	2000-07-03	943	A
USGS	07134180	2000-07-04	691	A
USGS	07134180	2000-07-05	565	A
USGS	07134180	2000-07-06	557	A
USGS	07134180	2000-07-07	556	A
USGS	07134180	2000-07-08	607	A
USGS	07134180	2000-07-09	637	A
USGS	07134180	2000-07-10	661	A
USGS	07134180	2000-07-11	762	A
USGS	07134180	2000-07-12	740	A
USGS	07134180	2000-07-13	686	A
USGS	07134180	2000-07-14	633	A
USGS	07134180	2000-07-15	612	A
USGS	07134180	2000-07-16	608	A
USGS	07134180	2000-07-17	685	A
USGS	07134180	2000-07-18	966	A
USGS	07134180	2000-07-19	760	A
USGS	07134180	2000-07-20	643	A
USGS	07134180	2000-07-21	593	A
USGS	07134180	2000-07-22	534	A
USGS	07134180	2000-07-23	501	A
USGS	07134180	2000-07-24	472	A
USGS	07134180	2000-07-25	372	A
USGS	07134180	2000-07-26	202	A
USGS	07134180	2000-07-27	123	A
USGS	07134180	2000-07-28	104	A
USGS	07134180	2000-07-29	160	A
USGS	07134180	2000-07-30	325	A
USGS	07134180	2000-07-31	356	A
USGS	07134180	2000-08-01	466	A
USGS	07134180	2000-08-02	536	A
USGS	07134180	2000-08-03	557	A
USGS	07134180	2000-08-04	554	A
USGS	07134180	2000-08-05	671	A
USGS	07134180	2000-08-06	753	A
USGS	07134180	2000-08-07	788	A
USGS	07134180	2000-08-08	800	A
USGS	07134180	2000-08-09	791	A
USGS	07134180	2000-08-10	843	A
USGS	07134180	2000-08-11	865	A
USGS	07134180	2000-08-12	624	A
USGS	07134180	2000-08-13	503	A
USGS	07134180	2000-08-14	466	A
USGS	07134180	2000-08-15	439	A
USGS	07134180	2000-08-16	425	A
USGS	07134180	2000-08-17	418	A
USGS	07134180	2000-08-18	306	A
USGS	07134180	2000-08-19	241	A
USGS	07134180	2000-08-20	308	A
USGS	07134180	2000-08-21	307	A
USGS	07134180	2000-08-22	322	A
USGS	07134180	2000-08-23	311	A
USGS	07134180	2000-08-24	304	A
USGS	07134180	2000-08-25	305	A
USGS	07134180	2000-08-26	283	A
USGS	07134180	2000-08-27	262	A
USGS	07134180	2000-08-28	259	A
USGS	07134180	2000-08-29	233	A
USGS	07134180	2000-08-30	220	A
USGS	07134180	2000-08-31	200	A
USGS	07134180	2000-09-01	151	A
USGS	07134180	2000-09-02	110	A
USGS	07134180	2000-09-03	93	A
USGS	07134180	2000-09-04	91	A
USGS	07134180	2000-09-05	91	A
USGS	07134180	2000-09-06	88	A
USGS	07134180	2000-09-07	84	A
USGS	07134180	2000-09-08	81	A
USGS	07134180	2000-09-09	80	A
USGS	07134180	2000-09-10	75	A
USGS	07134180	2000-09-11	72	A
USGS	07134180	2000-09-12	67	A
USGS	07134180	2000-09-13	66	A
USGS	07134180	2000-09-14	65	A
USGS	07134180	2000-09-15	66	A
USGS	07134180	2000-09-16	60	A
USGS	07134180	2000-09-17	41	A
USGS	07134180	2000-09-18	41	A
USGS	07134180	2000-09-19	59	A
USGS	07134180	2000-09-20	64	A
USGS	07134180	2000-09-21	64	A
USGS	07134180	2000-09-22	64	A
USGS	07134180	2000-09-23	63	A
USGS	07134180	2000-09-24	67	A
USGS	07134180	2000-09-25	68	A
USGS	07134180	2000-09-26	68	A
USGS	07134180	2000-09-27	71	A
USGS	07134180	2000-09-28	175	A
USGS	07134180	2000-09-29	231	A
USGS	07134180	2000-09-30	262	A
USGS	07134180	2000-10-01	287	A
USGS	07134180	2000-10-02	291	A
USGS	07134180	2000-10-03	306	A
USGS	07134180	2000-10-04	317	A
USGS	07134180	2000-10-05	330	A
USGS	07134180	2000-10-06	336	A
USGS	07134180	2000-10-07	332	A
USGS	07134180	2000-10-08	323	A
USGS	07134180	2000-10-09	321	A
USGS	07134180	2000-10-10	275	A
USGS	07134180	2000-10-11	228	A
USGS	07134180	2000-10-12	204	A
USGS	07134180	2000-10-13	128	A
USGS	07134180	2000-10-14	106	A
USGS	07134180	2000-10-15	67	A
USGS	07134180	2000-10-16	64	A
USGS	07134180	2000-10-17	77	A
USGS	07134180	2000-10-18	74	A
USGS	07134180	2000-10-19	75	A
USGS	07134180	2000-10-20	54	A
USGS	07134180	2000-10-21	46	A
USGS	07134180	2000-10-22	57	A
USGS	07134180	2000-10-23	59	A
USGS	07134180	2000-10-24	62	A
USGS	07134180	2000-10-25	61	A
USGS	07134180	2000-10-26	61	A
USGS	07134180	2000-10-27	62	A
USGS	07134180	2000-10-28	78	A
USGS	07134180	2000-10-29	113	A
USGS	07134180	2000-10-30	116	A
USGS	07134180	2000-10-31	90	A
USGS	07134180	2000-11-01	82	A
USGS	07134180	2000-11-02	82	A
USGS	07134180	2000-11-03	79	A
USGS	07134180	2000-11-04	74	A
USGS	07134180	2000-11-05	73	A
USGS	07134180	2000-11-06	59	A
USGS	07134180	2000-11-07	44	A
USGS	07134180	2000-11-08	44	A
USGS	07134180	2000-11-09	44	A
USGS	07134180	2000-11-10	44	A
USGS	07134180	2000-11-11	44	A
USGS	07134180	2000-11-12	44	A
USGS	07134180	2000-11-13	44	A
USGS	07134180	2000-11-14	44	A
USGS	07134180	2000-11-15	63	A
USGS	07134180	2000-11-16	89	A
USGS	07134180	2000-11-17	89	A
USGS	07134180	2000-11-18	91	A
USGS	07134180	2000-11-19	105	A
USGS	07134180	2000-11-20	108	A
USGS	07134180	2000-11-21	108	A
USGS	07134180	2000-11-22	109	A
USGS	07134180	2000-11-23	117	A
USGS	07134180	2000-11-24	129	A
USGS	07134180	2000-11-25	133	A
USGS	07134180	2000-11-26	134	A
USGS	07134180	2000-11-27	137	A
USGS	07134180	2000-11-28	138	A
USGS	07134180	2000-11-29	138	A
USGS	07134180	2000-11-30	140	A
USGS	07134180	2000-12-01	139	A
USGS	07134180	2000-12-02	137	A
USGS	07134180	2000-12-03	136	A
USGS	07134180	2000-12-04	138	A
USGS	07134180	2000-12-05	146	A
USGS	07134180	2000-12-06	143	A
USGS	07134180	2000-12-07	143	A
USGS	07134180	2000-12-08	142	A
USGS	07134180	2000-12-09	145	A
USGS	07134180	2000-12-10	146	A
USGS	07134180	2000-12-11	140	A
USGS	07134180	2000-12-12	129	A
USGS	07134180	2000-12-13	143	A
USGS	07134180	2000-12-14	149	A
USGS	07134180	2000-12-15	152	A
USGS	07134180	2000-12-16	150	A
USGS	07134180	2000-12-17	146	A
USGS	07134180	2000-12-18	142	A
USGS	07134180	2000-12-19	140	A
USGS	07134180	2000-12-20	138	A
USGS	07134180	2000-12-21	136	A
USGS	07134180	2000-12-22	135	A
USGS	07134180	2000-12-23	138	A
USGS	07134180	2000-12-24	138	A
USGS	07134180	2000-12-25	132	A
USGS	07134180	2000-12-26	127	A
USGS	07134180	2000-12-27	133	A
USGS	07134180	2000-12-28	143	A
USGS	07134180	2000-12-29	141	A
USGS	07134180	2000-12-30	136	A
USGS	07134180	2000-12-31	136	A
USGS	07134180	2001-01-01	132	A
USGS	07134180	2001-01-02	133	A
USGS	07134180	2001-01-03	132	A
USGS	07134180	2001-01-04	138	A
USGS	07134180	2001-01-05	137	A
