"","Section","SurveySection","H","Tw"
"164",5,7,0.51816,15.32860536
"165",5,7,0.54864,15.51270456
"166",5,7,0.57912,15.62468808
"167",5,7,0.6096,15.675864
"168",5,7,0.64008,15.72703992
"169",5,7,0.67056,15.77824632
"170",5,7,0.70104,15.82942224
"171",5,7,0.73152,15.88062864
"172",5,7,0.762,15.93180456
"173",5,7,0.79248,15.98301096
"174",5,7,0.82296,16.03418688
"175",5,7,0.85344,16.08539328
"176",5,7,0.88392,16.1365692
"177",5,7,0.9144,16.1877756
"178",5,7,0.94488,16.23895152
"179",5,7,0.97536,16.31819952
"180",5,7,1.00584,16.46291856
"181",5,7,1.03632,16.6076376
"182",5,7,1.0668,16.75232616
"183",5,7,1.09728,17.10565032
"184",5,7,1.12776,17.77188216
"185",5,7,1.15824,18.438114
"186",5,7,1.18872,19.10431536
"187",5,7,1.2192,19.7705472
"188",5,7,1.24968,21.28369632
"189",5,7,1.28016,24.77304672
"190",5,7,1.31064,28.26239712
"191",5,7,1.34112,31.75171704
"192",5,7,1.3716,35.24103696
"193",5,7,1.40208,37.62884016
"194",5,7,1.43256,39.28234968
"195",5,7,1.46304,40.93582872
"196",5,7,1.49352,43.24575552
"197",5,7,1.524,45.5557128
"198",6,8,0.1524,10.66428144
"199",6,8,0.18288,12.79714992
"200",6,8,0.21336,14.20956264
"201",6,8,0.24384,15.31318248
"202",6,8,0.27432,16.4168328
"203",6,8,0.3048,17.48427288
"204",6,8,0.33528,18.31531008
"205",6,8,0.36576,18.7918344
"206",6,8,0.39624,19.26835872
"207",6,8,0.42672,19.74488304
"208",6,8,0.4572,20.22442488
"209",6,8,0.48768,20.70847776
"210",6,8,0.51816,21.12837024
"211",6,8,0.54864,21.29162112
"212",6,8,0.57912,21.45484152
"213",6,8,0.6096,21.61806192
"214",6,8,0.64008,21.7813128
"215",6,8,0.67056,21.9445332
"216",6,8,0.70104,22.10778408
"217",6,8,0.73152,22.27100448
"218",6,8,0.762,22.43422488
"219",6,8,0.79248,22.59747576
"220",6,8,0.82296,22.76069616
"221",6,8,0.85344,22.92391656
"222",6,8,0.88392,23.08716744
"223",6,8,0.9144,23.24401752
"224",6,8,0.94488,23.39132736
"225",6,8,0.97536,23.5386372
"226",6,8,1.00584,23.68591656
"227",6,8,1.03632,23.8332264
"228",6,8,1.0668,23.98053624
"229",6,8,1.09728,24.1278156
"230",6,8,1.12776,24.81785232
"231",6,8,1.15824,26.05055496
"232",6,8,1.18872,27.28328808
"233",6,8,1.2192,28.5160212
"234",6,8,1.24968,29.74875432
"235",6,8,1.28016,30.29029248
"236",6,8,1.31064,30.755082
"237",6,8,1.34112,31.21984104
"238",6,8,1.3716,31.68463056
"239",6,8,1.40208,32.1493896
"240",6,8,1.43256,32.61417912
"241",6,8,1.46304,33.07893816
"242",6,8,1.49352,33.5436972
"243",6,8,1.524,34.00848672
"244",7,9,0.1524,3.1491936
"245",7,9,0.18288,3.7790628
"246",7,9,0.21336,4.40890152
"247",7,9,0.24384,5.03874024
"248",7,9,0.27432,5.66857896
"249",7,9,0.3048,6.29841768
"250",7,9,0.33528,6.9282564
"251",7,9,0.36576,7.55809512
"252",7,9,0.39624,8.18793384
"253",7,9,0.42672,8.81777256
"254",7,9,0.4572,9.44761128
"255",7,9,0.48768,10.07745
"256",7,9,0.51816,10.7073192
"257",7,9,0.54864,11.33715792
"258",7,9,0.57912,11.96699664
"259",7,9,0.6096,12.59683536
"260",7,9,0.64008,25.69015944
"261",7,9,0.67056,30.29187744
"262",7,9,0.70104,31.27714344
"263",7,9,0.73152,32.26237896
"264",7,9,0.762,33.24764496
"265",7,9,0.79248,34.23291096
"266",7,9,0.82296,35.21205048
"267",7,9,0.85344,36.16058808
"268",7,9,0.88392,37.24857168
"269",7,9,0.9144,38.49041832
"270",7,9,0.94488,39.73223448
"271",7,9,0.97536,40.97408112
"272",7,9,1.00584,42.21589728
"273",7,9,1.03632,43.45774392
"274",7,9,1.0668,44.69959056
"275",7,9,1.09728,45.9217776
"276",7,9,1.12776,47.12430504
"277",7,9,1.15824,49.18975176
"278",7,9,1.18872,51.79996752
"279",7,9,1.2192,54.62951736
"280",7,9,1.24968,57.4590672
"281",7,9,1.28016,60.28861704
"282",7,9,1.31064,63.11819736
"283",7,9,1.34112,65.94771672
"284",7,9,1.3716,68.77726656
"285",7,9,1.40208,71.6068164
"286",7,9,1.43256,73.0482156
"287",7,9,1.46304,74.14256952
"288",7,9,1.49352,75.04797792
"289",7,9,1.524,75.24055056
"290",8,10,0.1524,0.45912024
"291",8,10,0.18288,0.550926
"292",8,10,0.21336,0.64276224
"293",8,10,0.24384,0.734568
"294",8,10,0.27432,0.82640424
"295",8,10,0.3048,0.91821
"296",8,10,0.33528,1.01004624
"297",8,10,0.36576,1.101852
"298",8,10,0.39624,1.19368824
"299",8,10,0.42672,1.285494
"300",8,10,0.4572,1.37733024
"301",8,10,0.48768,2.27438712
"302",8,10,0.51816,10.418826
"303",8,10,0.54864,11.67390096
"304",8,10,0.57912,12.20760576
"305",8,10,0.6096,13.02154368
"306",8,10,0.64008,14.11577568
"307",8,10,0.67056,15.21000768
"308",8,10,0.70104,16.30427016
"309",8,10,0.73152,17.39850216
"310",8,10,0.762,18.49273416
"311",8,10,0.79248,19.46751504
"312",8,10,0.82296,20.32281432
"313",8,10,0.85344,21.17530944
"314",8,10,0.88392,21.63290568
"315",8,10,0.9144,22.04941488
"316",8,10,0.94488,22.46598504
"317",8,10,0.97536,22.88249424
"318",8,10,1.00584,23.33390304
"319",8,10,1.03632,24.22273032
"320",8,10,1.0668,25.38773688
"321",8,10,1.09728,26.55271296
"322",8,10,1.12776,27.71771952
"323",8,10,1.15824,28.88272608
"324",8,10,1.18872,30.04773264
"325",8,10,1.2192,31.21270872
"326",8,10,1.24968,32.32641744
"327",8,10,1.28016,33.4348836
"328",8,10,1.31064,34.61244792
"329",8,10,1.34112,35.79001224
"330",8,10,1.3716,36.96757656
"331",8,10,1.40208,38.22234672
"332",8,10,1.43256,39.7858488
"333",8,10,1.46304,41.34938136
"334",8,10,1.49352,42.91291392
"335",8,10,1.524,44.476416
"336",9,13,0.1524,5.2000404
"337",9,13,0.18288,6.24007896
"338",9,13,0.21336,8.18589168
"339",9,13,0.24384,15.35996928
"340",9,13,0.27432,15.71088552
"341",9,13,0.3048,16.06180176
"342",9,13,0.33528,16.38693192
"343",9,13,0.36576,16.61641584
"344",9,13,0.39624,16.84589976
"345",9,13,0.42672,17.0753532
"346",9,13,0.4572,17.30483712
"347",9,13,0.48768,17.53627176
"348",9,13,0.51816,17.77066296
"349",9,13,0.54864,18.00505416
"350",9,13,0.57912,18.23944536
"351",9,13,0.6096,18.47380608
"352",9,13,0.64008,18.70819728
"353",9,13,0.67056,19.46190672
"354",9,13,0.70104,20.34543048
"355",9,13,0.73152,21.22895424
"356",9,13,0.762,22.112478
"357",9,13,0.79248,22.99600176
"358",9,13,0.82296,23.64239112
"359",9,13,0.85344,23.9330484
"360",9,13,0.88392,24.22370568
"361",9,13,0.9144,24.51436296
"362",9,13,0.94488,25.8659376
"363",9,13,0.97536,27.66444048
"364",9,13,1.00584,29.45520144
"365",9,13,1.03632,31.24593192
"366",9,13,1.0668,33.0366624
"367",9,13,1.09728,34.82742336
"368",9,13,1.12776,36.61815384
"369",9,13,1.15824,38.4089148
"370",9,13,1.18872,40.19964528
"371",9,13,1.2192,41.99040624
"372",9,13,1.24968,43.78113672
"373",9,13,1.28016,45.57189768
"374",9,13,1.31064,47.36262816
"375",9,13,1.34112,49.15338912
"376",9,13,1.3716,50.9441196
"377",9,13,1.40208,52.73488056
"378",9,13,1.43256,53.73279576
"379",9,13,1.46304,54.20215728
"380",9,13,1.49352,54.67154928
"381",9,13,1.524,55.1409108
"382",10,14,0.1524,9.47415936
"383",10,14,0.18288,10.61654976
"384",10,14,0.21336,11.75890968
"385",10,14,0.24384,12.9012696
"386",10,14,0.27432,14.04366
"387",10,14,0.3048,15.1580088
"388",10,14,0.33528,16.20679512
"389",10,14,0.36576,17.2198284
"390",10,14,0.39624,18.23286168
"391",10,14,0.42672,19.24589496
"392",10,14,0.4572,20.25895872
"393",10,14,0.48768,20.54928072
"394",10,14,0.51816,20.65894776
"395",10,14,0.54864,20.7680052
"396",10,14,0.57912,20.8713324
"397",10,14,0.6096,20.9746596
"398",10,14,0.64008,21.0779868
"399",10,14,0.67056,21.181314
"400",10,14,0.70104,21.2846412
"401",10,14,0.73152,21.41521752
"402",10,14,0.762,21.65475984
"403",10,14,0.79248,21.89427168
"404",10,14,0.82296,22.133814
"405",10,14,0.85344,22.37332584
"406",10,14,0.88392,22.61286816
"407",10,14,0.9144,22.85241048
"408",10,14,0.94488,23.09192232
"409",10,14,0.97536,23.40400704
"410",10,14,1.00584,25.20933744
"411",10,14,1.03632,27.17712624
"412",10,14,1.0668,29.14491504
"413",10,14,1.09728,31.11270384
"414",10,14,1.12776,33.08046216
"415",10,14,1.15824,33.58594248
"416",10,14,1.18872,33.7258152
"417",10,14,1.2192,33.86568792
"418",10,14,1.24968,34.00559112
"419",10,14,1.28016,34.14546384
"420",10,14,1.31064,34.28536704
"421",10,14,1.34112,34.42523976
"422",10,14,1.3716,34.56514296
"423",10,14,1.40208,34.70501568
"424",10,14,1.43256,34.8448884
"425",10,14,1.46304,34.9847916
"426",10,14,1.49352,35.12466432
"427",10,14,1.524,35.26456752
"428",11,15,0.1524,9.57974208
"429",11,15,0.18288,12.01600848
"430",11,15,0.21336,14.3257524
"431",11,15,0.24384,16.44877584
"432",11,15,0.27432,18.51864216
"433",11,15,0.3048,20.588478
"434",11,15,0.33528,21.56264928
"435",11,15,0.36576,21.8026488
"436",11,15,0.39624,22.00942512
"437",11,15,0.42672,22.21620144
"438",11,15,0.4572,22.359366
"439",11,15,0.48768,22.47531192
"440",11,15,0.51816,22.59125784
"441",11,15,0.54864,22.70717328
"442",11,15,0.57912,22.8231192
"443",11,15,0.6096,22.93906512
"444",11,15,0.64008,23.05498056
"445",11,15,0.67056,23.17092648
"446",11,15,0.70104,23.28684192
"447",11,15,0.73152,23.40278784
"448",11,15,0.762,23.51873376
"449",11,15,0.79248,23.6346492
"450",11,15,0.82296,23.75059512
"451",11,15,0.85344,23.86654104
"452",11,15,0.88392,23.98245648
"453",11,15,0.9144,24.0984024
"454",11,15,0.94488,24.17960112
"455",11,15,0.97536,24.2261136
"456",11,15,1.00584,24.2725956
"457",11,15,1.03632,24.3190776
"458",11,15,1.0668,24.36559008
"459",11,15,1.09728,24.41207208
"460",11,15,1.12776,24.45855408
"461",11,15,1.15824,24.50506656
"462",11,15,1.18872,24.55154856
"463",11,15,1.2192,24.59803056
"464",11,15,1.24968,24.6465852
"465",11,15,1.28016,24.71361072
"466",11,15,1.31064,24.78066672
"467",11,15,1.34112,24.84769224
"468",11,15,1.3716,24.91474824
"469",11,15,1.40208,24.98177376
"470",11,15,1.43256,25.04882976
"471",11,15,1.46304,25.11585528
"472",11,15,1.49352,25.18291128
"473",11,15,1.524,25.2499368
"474",12,16,0.1524,6.67015176
"475",12,16,0.18288,8.00416992
"476",12,16,0.21336,9.05448024
"477",12,16,0.24384,9.44279544
"478",12,16,0.27432,9.83108016
"479",12,16,0.3048,10.21939536
"480",12,16,0.33528,10.60768008
"481",12,16,0.36576,10.99599528
"482",12,16,0.39624,11.38428
"483",12,16,0.42672,11.65543008
"484",12,16,0.4572,11.92658016
"485",12,16,0.48768,12.19773024
"486",12,16,0.51816,12.4689108
"487",12,16,0.54864,12.74006088
"488",12,16,0.57912,13.00279848
"489",12,16,0.6096,13.19784
"490",12,16,0.64008,13.39638672
"491",12,16,0.67056,13.59493344
"492",12,16,0.70104,13.78278168
"493",12,16,0.73152,14.00915664
"494",12,16,0.762,14.48949096
"495",12,16,0.79248,14.96982528
"496",12,16,0.82296,15.4501596
"497",12,16,0.85344,26.81029944
"498",12,16,0.88392,26.9539212
"499",12,16,0.9144,27.09751248
"500",12,16,0.94488,27.24110376
"501",12,16,0.97536,27.38469504
"502",12,16,1.00584,27.52828632
"503",12,16,1.03632,27.6718776
"504",12,16,1.0668,27.81546888
"505",12,16,1.09728,27.95906016
"506",12,16,1.12776,28.13118072
"507",12,16,1.15824,28.55997336
"508",12,16,1.18872,28.98879648
"509",12,16,1.2192,29.41758912
"510",12,16,1.24968,29.84641224
"511",12,16,1.28016,30.27520488
"512",12,16,1.31064,32.79324912
"513",12,16,1.34112,33.26047704
"514",12,16,1.3716,33.52034952
"515",12,16,1.40208,33.64196472
"516",12,16,1.43256,33.76357992
"517",12,16,1.46304,33.88519512
"518",12,16,1.49352,34.00681032
"519",12,16,1.524,34.12842552
"520",13,17,0.1524,18.9370716
"521",13,17,0.18288,19.99658688
"522",13,17,0.21336,20.6582772
"523",13,17,0.24384,21.319998
"524",13,17,0.27432,21.63159504
"525",13,17,0.3048,21.7392504
"526",13,17,0.33528,21.84687528
"527",13,17,0.36576,21.95453064
"528",13,17,0.39624,22.062186
"529",13,17,0.42672,22.16984136
"530",13,17,0.4572,22.27746624
"531",13,17,0.48768,22.3851216
"532",13,17,0.51816,22.49277696
"533",13,17,0.54864,22.60043232
"534",13,17,0.57912,22.89602736
"535",13,17,0.6096,23.31695616
"536",13,17,0.64008,23.73785448
"537",13,17,0.67056,24.15878328
"538",13,17,0.70104,32.72768664
"539",13,17,0.73152,34.58297376
"540",13,17,0.762,36.44548464
"541",13,17,0.79248,38.31881592
"542",13,17,0.82296,40.19217768
"543",13,17,0.85344,42.06553944
"544",13,17,0.88392,43.93887072
"545",13,17,0.9144,45.3027288
"546",13,17,0.94488,45.47777544
"547",13,17,0.97536,45.65282208
"548",13,17,1.00584,45.82783824
"549",13,17,1.03632,46.00288488
"550",13,17,1.0668,47.71912224
"551",13,17,1.09728,59.3767164
"552",13,17,1.12776,61.86598752
"553",13,17,1.15824,64.35522816
"554",13,17,1.18872,66.84443832
"555",13,17,1.2192,69.33370944
"556",13,17,1.24968,71.82295008
"557",13,17,1.28016,73.52778792
"558",13,17,1.31064,74.89649232
"559",13,17,1.34112,76.2652272
"560",13,17,1.3716,77.63390112
"561",13,17,1.40208,79.2644592
"562",13,17,1.43256,80.89501728
"563",13,17,1.46304,83.3451216
"564",13,17,1.49352,88.41812136
"565",13,17,1.524,94.05905496
"566",14,20,0.1524,10.6041444
"567",14,20,0.18288,11.18872032
"568",14,20,0.21336,11.77332672
"569",14,20,0.24384,12.35793312
"570",14,20,0.27432,12.93613872
"571",14,20,0.3048,13.4621016
"572",14,20,0.33528,13.99364232
"573",14,20,0.36576,14.52515256
"574",14,20,0.39624,15.05669328
"575",14,20,0.42672,15.588234
"576",14,20,0.4572,16.08286344
"577",14,20,0.48768,16.42987824
"578",14,20,0.51816,16.77155904
"579",14,20,0.54864,17.11320936
"580",14,20,0.57912,17.45489016
"581",14,20,0.6096,17.79654048
"582",14,20,0.64008,18.13822128
"583",14,20,0.67056,20.10107232
"584",14,20,0.70104,22.24406016
"585",14,20,0.73152,23.1664764
"586",14,20,0.762,23.2751376
"587",14,20,0.79248,23.38382928
"588",14,20,0.82296,23.49249048
"589",14,20,0.85344,23.60118216
"590",14,20,0.88392,23.70987384
"591",14,20,0.9144,23.8594392
"592",14,20,0.94488,24.04987824
"593",14,20,0.97536,24.24034776
"594",14,20,1.00584,24.4307868
"595",14,20,1.03632,24.62125632
"596",14,20,1.0668,24.81169536
"597",14,20,1.09728,25.00216488
"598",14,20,1.12776,25.19260392
"599",14,20,1.15824,25.38307344
"600",14,20,1.18872,25.57351248
"601",14,20,1.2192,25.763982
"602",14,20,1.24968,25.95442104
"603",14,20,1.28016,26.14489056
"604",14,20,1.31064,26.3353296
"605",14,20,1.34112,26.9072868
"606",14,20,1.3716,27.47927448
"607",14,20,1.40208,28.11225264
"608",14,20,1.43256,28.77141312
"609",14,20,1.46304,29.4305736
"610",14,20,1.49352,30.0897036
"611",14,20,1.524,30.74886408
