DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,dg.0,p,et,RHmin,u2
11/8/2006,1.529109716,1.64,10.6,4.247526989,3.68,10.9,0.339802159,0.086932719,0,0,0.2962275,0.90452575,0,0.0035052,12.1142857,2.241898148
11/9/2006,1.500792869,1.65,9.7,4.077625909,3.72,10.9,0.311485312,0.086083214,0,0,0.29283025,0.897128,0,0.0039116,33.5857143,3.552469136
11/10/2006,1.41584233,1.65,8.7,3.936041676,3.75,10.79,0.311485312,0.083817866,0,0,0.28597225,0.888873,0,0.0068072,19.0857143,3.472222222
11/11/2006,1.24594125,1.66,7.55,3.82277429,3.78,10.6,0.311485312,0.081835687,0,0,0.27060525,0.88318975,0,0.0036068,16.0571429,5.011766975
11/12/2006,1.189307557,1.68,7.75,3.73782375,3.81,10.43666667,0.283168466,0.07758816,0,0,0.2662555,0.87576025,0,0.0032512,30.3857143,4.219907407
11/13/2006,1.132673864,1.69,6.6,3.681190057,3.84,10.22,0.283168466,0.067960432,0,0,0.26035,0.86877525,0.000127,0.006096,27.8428571,3.143325617
11/14/2006,1.07604017,1.7,6.25,3.56792267,3.85,9.946666667,0.283168466,0.054934682,0,0,0.2554605,0.86452075,0,0.0045212,24.1428571,6.463927469
11/15/2006,1.019406477,1.71,4.8,3.482972131,3.89,9.586666667,0.283168466,0.113833723,0,0,0.24958675,0.8559165,0,0.0038608,15.3142857,5.74845679
11/16/2006,1.019406477,1.72,5.15,3.426338437,3.92,9.273333333,0.254851619,0.050970324,0,0,0.2472055,0.85455125,0,0.0032512,19.0142857,2.063464506
11/17/2006,1.047723324,1.74,5.9,3.369704744,3.91,9.13,0.254851619,0.050970324,0,0,0.250063,0.85696425,0,0.0031496,24.9857143,1.927662037
11/18/2006,0.991089631,1.75,6.55,3.284754204,3.9,9.043333333,0.254851619,0.04983765,0,0,0.2458085,0.86217125,0,0.0033528,30,2.795717593
11/19/2006,0.934455937,1.76,6.9,3.228120511,3.87,8.923333333,0.254851619,0.047572302,0,0,0.23904575,0.85874225,0,0.0053848,23.1857143,2.240933642
11/20/2006,0.906139091,1.77,6.5,3.199803665,3.88,8.8,0.254851619,0.049271313,0,0,0.23472775,0.85766275,0,0.0052832,22.1285714,3.864583333
11/21/2006,0.877822244,1.78,6.75,3.199803665,3.89,8.72,0.226534773,0.048421808,0,0,0.23256875,0.854964,0,0.006096,10.9571429,2.192708333
11/22/2006,0.934455937,1.8,6.3,3.143169971,3.9,8.646666667,0.226534773,0.047572302,0,0,0.23783925,0.859028,0,0.0042164,11.5142857,2.603973765
11/23/2006,0.877822244,1.81,7.5,3.171486818,3.9,8.553333333,0.226534773,0.048421808,0,0,0.2299335,0.85753575,0,0.0028956,12.3142857,1.499421296
11/24/2006,0.877822244,1.82,7.55,3.143169971,3.91,8.44,0.226534773,0.04983765,0,0,0.229616,0.8531225,0,0.0029464,19.8714286,2.017554012
11/25/2006,0.849505398,1.83,7.75,3.114853125,3.92,8.363333333,0.226534773,0.050970324,0,0,0.227965,0.8519795,0,0.0047244,19.3857143,1.5
11/26/2006,0.849505398,1.84,6.6,3.086536278,3.93,8.336666667,0.198217926,0.050970324,0,0,0.226441,0.852043,0,0.0024892,16.0428571,2.946180556
11/27/2006,0.821188551,1.84,5.9,3.058219432,3.94,8.25,0.198217926,0.050970324,0,0,0.2240915,0.849757,4.23E-05,0.0057912,39.9142857,2.932291667
11/28/2006,0.821188551,1.85,6.4,3.029902585,3.95,8.15,0.198217926,0.050687155,0,0,0.22336125,0.849873191,0,0.0009652,15.2,4.331597222
11/29/2006,0.849505398,1.85,3.7,2.973268892,3.98,7.88,0.198217926,0.051536661,0,0,0.223774,0.847232488,0,0.0012192,52.5428571,4.89679784
11/30/2006,0.849505398,1.85,1.8,2.944952045,3.99,7.636666667,0.198217926,0.051819829,0,0,0.222758,0.876046,0.000254,0.0017272,39.8428571,3.242476852
12/1/2006,0.821188551,1.88,1.05,2.944952045,4.01,7.456666667,0.16990108,0.050970324,0,0,0.219837,0.86667975,0,0.0014732,33.9,2.379243827
12/2/2006,0.821188551,1.89,2.45,2.888318352,3.99,7.32,0.16990108,0.050403987,0,0,0.218313,0.8470265,0,0.0011684,37.5857143,3.470486111
12/3/2006,0.792871705,1.89,2.35,2.888318352,3.99,7.133333333,0.16990108,0.050687155,0,0,0.214249,0.843915,0.000127,0.0024892,41.6428571,2.138888889
12/4/2006,0.764554858,1.9,2,2.888318352,4,6.89,0.16990108,0.050687155,0,0,0.2121535,0.84635975,0,0.00381,22.2857143,2.12808642
12/5/2006,0.764554858,1.92,2.8,2.888318352,3.99,6.666666667,0.16990108,0.050970324,0,0,0.2110105,0.8498205,0,0.002286,22.5,2.623649691
12/6/2006,0.707921165,1.93,3.55,2.860001506,3.98,6.463333333,0.141584233,0.050970324,0,0,0.20481925,0.850392,0,0.0012192,28.6,2.149305556
12/7/2006,0.679604318,1.92,3.4,2.831684659,3.98,6.226666667,0.141584233,0.050970324,0,0,0.1984375,0.84585175,0,0.0033528,49.5857143,2.899498457
12/8/2006,0.651287472,1.92,3.25,2.775050966,4,5.943333333,0.141584233,0.050970324,0,0,0.19389725,0.8447405,0,0.003302,23.6857143,2.347415123
12/9/2006,0.651287472,1.94,3.5,2.803367812,4,5.706666667,0.141584233,0.050970324,0,0,0.1931035,0.8462645,0,0.0034036,17.6714286,1.76408179
12/10/2006,0.651287472,1.95,3.6,2.775050966,4,5.56,0.141584233,0.050970324,0,0,0.1922145,0.8472805,0,0.003302,19.5285714,2.239969136
12/11/2006,0.651287472,1.96,3.9,2.803367812,4,5.466666667,0.141584233,0.050970324,0,0,0.190373,0.84762975,0,0.0034544,28.3428571,3.961998457
12/12/2006,0.566336932,1.96,3.6,2.718417273,4.01,5.356666667,0.141584233,0.050970324,0,0,0.1759585,0.8449945,0,0.003048,12.9285714,2.280478395
12/13/2006,0.424752699,1.97,3.85,2.633466733,4.03,5.303333333,0.141584233,0.050970324,0,0,0.15459075,0.83950175,0,0.005588,20.2142857,2.068094136
12/14/2006,0.368119006,1.98,4.25,2.605149886,4.03,5.29,0.141584233,0.050970324,0,0,0.1457325,0.83346925,0,0.0043688,15.9285714,3.157600309
12/15/2006,0.368119006,2,4.7,2.548516193,4.05,5.333333333,0.141584233,0.050970324,0,0,0.144907,0.828421,0,0.0029464,15.9,2.09220679
12/16/2006,0.368119006,2,4.75,2.548516193,4.06,5.373333333,0.141584233,0.050970324,0,0,0.1456055,0.82718275,0,0.0032512,27.4714286,2.684606481
12/17/2006,0.368119006,2,3.7,2.520199347,4.07,5.283333333,0.141584233,0.050970324,0,0,0.14627225,0.8241665,0,0.0012192,25.8571429,2.689621914
12/18/2006,0.368119006,2.01,3.35,2.463565653,4.08,5.163333333,0.141584233,0.050970324,0,0,0.14633575,0.82089625,0.000931333,0.0004572,28.9428571,1.37037037
12/19/2006,0.396435852,2.01,2.75,2.4918825,4.03,5.05,0.141584233,0.05351884,0,0,0.14773275,0.826943182,0.018626667,0.0003556,44.9142857,1.40933642
12/20/2006,0.424752699,2,2,2.831684659,3.74,4.876666667,0.141584233,0.056633693,0,0,0.15586075,0.85042375,0.000338667,0.0006096,75.3714286,3.524884259
12/21/2006,0.481386392,2,1.5,2.746734119,3.81,4.693333333,0.141584233,0.054368345,0,0,0.16278225,0.841375,0.001651,0.0006096,61.0833333,5.088194444
12/22/2006,0.453069545,2.01,0.55,2.633466733,4.01,4.453333333,0.141584233,0.052952503,0,0,0.15890875,0.8579485,0.000338667,0.0006096,54.0666667,1.667824074
12/23/2006,0.424752699,2.09,0.45,2.435248807,4.12,4.196666667,0.141584233,0.052102998,0,0,0.155194,0.86325075,0.008382,0.0014732,52.7833333,2.398148148
12/24/2006,0.453069545,NA,0.1,2.4918825,4.12,3.936666667,0.141584233,0.052102998,0,0,0.15821025,0.851129937,0.000169333,0.0008636,52.8,4.981481481
12/25/2006,0.453069545,NA,0.1,2.57683304,4.09,3.673333333,0.141584233,0.052102998,0,0,0.158496,0.85950425,0.000804333,0.001524,48.4333333,3.156712963
12/26/2006,0.453069545,NA,0.1,2.548516193,4.07,3.463333333,0.141584233,0.05351884,0,0,0.158623,0.858433532,0.004656667,0.0010668,48.4714286,2.152199074
12/27/2006,0.453069545,NA,0.1,2.605149886,4.03,3.34,0.141584233,0.053802009,0,0,0.16087725,0.853215411,0.002582333,0.0009144,50.5,1.476851852
12/28/2006,0.453069545,NA,0.25,2.661783579,4,3.246666667,0.141584233,0.055501019,0,0,0.159385,0.84623275,0.001312333,0.0003556,63.3571429,4.198881173
12/29/2006,0.396435852,NA,0.3,3.143169971,3.78,3.22,0.141584233,0.07022578,0,0,0.15020925,0.82178525,4.23E-05,0.000508,79.2714286,8.39525463
12/30/2006,0.311485312,NA,0.4,2.123763494,4.03,3.183333333,0.141584233,2.231367511,0,0,0.133449391,0.691007,0,0,70.8,6.647588735
12/31/2006,0.243524881,NA,0.5,0.991089631,4.5,3.136666667,0.141584233,3.56792267,0,0,0.1183005,0.67071875,0,0,0,NA
1/1/2007,0.263346673,NA,0.45,1.16099071,4.53,3.096666667,0.141584233,3.56792267,0,0,0.12252325,0.7684135,0.000127,0.000762,0,NA
1/2/2007,0.509703239,NA,0.3,1.274258097,4.33,3.046666667,0.141584233,3.56792267,0,0,0.1572895,0.793496,0.001947333,0.0010668,54.1,1.916473765
1/3/2007,0.707921165,NA,0.15,1.33089179,4.2,3.006666667,0.141584233,3.56792267,0,0,0.18056225,0.80273525,0.001905,0.0014732,53.1571429,1.761728395
1/4/2007,0.764554858,NA,0.15,1.755644489,4.05,2.946666667,0.141584233,3.56792267,0,0,0.191135,0.837429979,0,0.0009144,49.3857143,2.638695988
1/5/2007,0.764554858,NA,0.3,2.123763494,3.88,2.83,0.141584233,3.56792267,0,0,0.18951575,0.8461375,0,0.0009652,58.3428571,3.843904321
1/6/2007,0.679604318,NA,0.2,2.067129801,3.91,2.716666667,0.141584233,3.56792267,0,0,0.17827625,0.8752205,4.23E-05,0.0010668,41.1714286,1.946574074
1/7/2007,0.679604318,NA,0.1,2.067129801,3.99,2.623333333,0.141584233,3.56792267,0,0,0.17840325,0.8595995,0,0.001016,44.9285714,3.116905864
1/8/2007,0.651287472,NA,0.1,2.038812954,4.03,2.516666667,0.141584233,3.56792267,0,0,0.1745615,0.85804375,0,0.0011176,44.8857143,1.827554012
1/9/2007,0.651287472,NA,0.1,2.123763494,4.08,2.406666667,0.141584233,1.851921767,0,0,0.17243425,0.8528685,0.000169333,0.0019812,42.4,1.853396991
1/10/2007,0.651287472,NA,0.1,2.123763494,4.18,2.313333333,0.141584233,0.060314883,0,0,0.172339,0.85550375,4.23E-05,0.0016764,40.1,2.321568287
1/11/2007,0.651287472,NA,0.1,2.520199347,4.06,2.216666667,0.141584233,0.060314883,0,0,0.1757045,0.869161263,0,0.000508,46.0142857,4.059506173
1/12/2007,0.651287472,NA,0.1,2.350298267,4.13,2.063333333,0.141584233,0.060314883,0,0,0.171958,0.84648675,0.001354667,0.000508,60.2714286,3.723381559
1/13/2007,0.651287472,NA,0.1,2.010496108,4.28,1.883333333,0.141584233,0.060314883,0,0,0.1730375,0.824103,0,0.0005588,51.6714286,1.273148148
1/14/2007,0.651287472,NA,0.1,1.755644489,4.29,1.68,0.141584233,0.060314883,0,0,0.17408525,0.8522208,0,0.0006096,56.6857143,2.64679784
1/15/2007,0.594653778,NA,0.1,1.670693949,4.43,1.473333333,0.141584233,0.060314883,0,0,0.162179,0.823088337,0,0.000762,47.3,3.089319059
1/16/2007,0.594653778,NA,0.1,1.585743409,4.66,1.326666667,0.141584233,0.060314883,0,0,0.1657985,0.85766275,4.23E-05,0.0011176,46.7285714,2.081018519
1/17/2007,0.622970625,NA,0.1,1.557426562,4.6,1.23,0.141584233,0.060314883,0,0,0.167894,0.8720455,0,0.0008128,47,2.721701389
1/18/2007,0.622970625,NA,0.1,1.699010795,4.48,1.123333333,0.141584233,0.060314883,0,0,0.17002125,0.897500533,0,0.0007112,49.5142857,2.205302855
1/19/2007,0.622970625,NA,0.1,1.840595028,4.39,1.063333333,0.141584233,0.060314883,0,0,0.1682115,0.892059165,0,0.0007112,51.7857143,2.359209105
1/20/2007,0.651287472,NA,0.1,1.982179261,4.29,0.983333333,0.141584233,0.060314883,0,0,0.17484725,0.87398225,0.000508,0.000762,61.8285714,2.740752315
1/21/2007,0.651287472,NA,0.1,2.095446648,4.21,1.003333333,0.141584233,0.060314883,0,0,0.17465675,0.8698865,4.23E-05,0.0006604,64.7,3.165534336
1/22/2007,0.622970625,NA,0.1,2.095446648,4.14,1.02,0.141584233,0.060314883,0,0,0.1701165,0.885698,0.000169333,0.0010668,56.6142857,2.214313272
1/23/2007,0.622970625,NA,0.1,2.095446648,4.23,1.04,0.141584233,0.060314883,0,0,0.16925925,0.923319411,0.000211667,0.0010668,54.2714286,2.994598765
1/24/2007,0.651287472,NA,0.1,2.152080341,4.21,1.07,0.141584233,0.060314883,0,0,0.172339,0.874776,8.47E-05,0.001016,57.8714286,2.645842978
1/25/2007,0.651287472,NA,0.05,2.350298267,4.11,1.083333333,0.141584233,0.060314883,0,0,0.17306925,0.87747475,4.23E-05,0.0014732,57.1,1.760223765
1/26/2007,0.651287472,NA,0,2.548516193,4.11,1.046666667,0.141584233,0.060314883,0,0,0.173228,0.870331,0,0.000762,45.6142857,1.854226466
1/27/2007,0.651287472,NA,0.25,2.690100426,4.1,0.96,0.141584233,0.060314883,0,0,0.17395825,0.86077425,0,0.0009652,58.6,2.315837191
1/28/2007,0.622970625,NA,0.35,2.718417273,4.15,0.926666667,0.141584233,0.060314883,0,0,0.17021175,0.85766275,0,0.0008636,48.4142857,1.949079861
1/29/2007,0.622970625,NA,0.05,2.463565653,4.24,0.963333333,0.141584233,0.060314883,0,0,0.16837025,0.85182075,0,0.0009144,46.2142857,1.578248457
1/30/2007,0.622970625,NA,0,2.378615114,4.28,1,0.141584233,0.060314883,0,0,0.1696085,0.85290025,0,0.0008636,46.2142857,2.395081019
1/31/2007,0.651287472,NA,0,2.4918825,4.22,0.993333333,0.141584233,0.060314883,0,0,0.17338675,0.8585835,0,0.0008128,56.0571429,3.690599923
2/1/2007,0.651287472,NA,0,2.718417273,4.18,1.006666667,0.141584233,0.060314883,0,0,0.17272,0.85740875,0,0.0007112,54.2285714,2.199562114
2/2/2007,0.622970625,NA,0,2.746734119,4.22,0.996666667,0.141584233,0.060314883,0,0,0.16798925,0.84947125,0,0.0010668,41.1285714,2.305972222
2/3/2007,0.622970625,NA,0,2.350298267,4.36,0.973333333,0.141584233,0.060314883,0,0,0.16614775,0.84312125,0,0.0009144,42.5714286,1.982478781
2/4/2007,0.622970625,NA,0,2.067129801,4.39,0.98,0.141584233,0.060314883,0,0,0.16891,0.848620865,0.000127,0.001524,43.4142857,1.637048611
2/5/2007,0.651287472,NA,0,2.152080341,4.33,1.03,0.141584233,0.060314883,0,0,0.17059275,0.8338185,0.000169333,0.0016764,50.7,1.83974537
2/6/2007,0.679604318,NA,0,2.690100426,4.15,1.09,0.141584233,0.060314883,0,0,0.1741805,0.857386358,0.000169333,0.0007112,49.7,2.082374614
2/7/2007,0.679604318,NA,0,2.916635199,4.08,1.13,0.141584233,0.060314883,0,0,0.174752,0.85201125,0,0.0006096,69.8714286,2.365569059
2/8/2007,0.679604318,NA,0,3.058219432,4.08,1.143333333,0.141584233,0.060314883,0,0,0.1741805,0.851281,0,0.000508,77.8142857,1.797415123
2/9/2007,0.679604318,NA,0,3.086536278,4.1,1.153333333,0.141584233,0.060314883,0,0,0.17408525,0.8504555,0,0.000762,77.4428571,1.966975309
2/10/2007,0.679604318,NA,0.5,3.058219432,4.09,1.17,0.141584233,0.037095069,0,0,0.1740535,0.848614,0,0.0006604,72.6714286,1.23283179
2/11/2007,0.679604318,NA,1.5,3.199803665,4.04,1.283333333,0.141584233,0,0,0,0.17681575,0.85353525,0.001947333,0.0005588,77.0428571,1.108227238
2/12/2007,0.736238011,NA,1.75,3.143169971,4.09,1.4,0.141584233,0,0,0,0.181483,0.858266,0,0.0008636,79.9142857,2.510497685
2/13/2007,0.707921165,NA,1.85,3.086536278,4.12,1.456666667,0.141584233,0,0,0,0.178435,0.853948,0.000381,0.000762,62.0571429,3.209232253
2/14/2007,0.707921165,NA,1.3,3.058219432,4.19,1.483333333,0.141584233,0,0,0,0.178407391,0.8598535,4.23E-05,0.0007112,50.4714286,1.49382716
2/15/2007,0.707921165,NA,1,2.973268892,4.25,1.513333333,0.155742656,0,0,0,0.177419,0.8472805,0.000677333,0.0018796,50.1,1.313271605
2/16/2007,0.707921165,NA,0.9,3.001585739,4.29,1.546666667,0.16990108,0,0,0,0.1777365,0.847145217,8.47E-05,0.0015748,48.1285714,5.282766204
2/17/2007,0.764554858,NA,1.4,3.029902585,4.22,1.68,0.198217926,0,0,0,0.183261,0.85563075,0.000169333,0.0016764,53.6,3.537229938
2/18/2007,0.764554858,NA,1.8,3.086536278,4.19,1.863333333,0.198217926,0,0,0,0.18399125,0.86172675,4.23E-05,0.0016764,47.8857143,1.901053241
2/19/2007,0.821188551,NA,2.9,3.199803665,4.16,2.103333333,0.226534773,0,0,0,0.1894205,0.895470316,0,0.0015748,51.1,2.403759645
2/20/2007,0.849505398,NA,3.4,3.313071051,4.14,2.303333333,0.226534773,0,0,0,0.194691,0.87347425,0,0.0019304,53.5571429,1.952756559
2/21/2007,0.906139091,NA,3.85,3.341387898,4.14,2.51,0.283168466,0,0,0,0.1984375,0.8791575,0,0.00127,41.5,1.798229167
2/22/2007,0.934455937,NA,3.65,3.454655284,4.13,2.713333333,0.283168466,0,0,0,0.20266025,0.8827135,0,0.0016764,57.8857143,2.237731481
2/23/2007,0.991089631,NA,4.7,3.65287321,4.12,2.943333333,0.339802159,0,0,0,0.20704175,0.89265125,0.000169333,0.000762,46.4428571,2.007185571
2/24/2007,1.019406477,NA,3.3,3.964358523,4.1,3.06,0.424752699,0,0,0,0.210185,0.90928825,0,0.0018796,50.4428571,1.930073302
2/25/2007,1.019406477,NA,2,3.879407983,4.17,3.136666667,0.566336932,0,0,0,0.2084705,0.892683,0,0.0015748,39.5285714,3.123734568
2/26/2007,1.07604017,NA,3.9,4.049309062,4.22,3.27,0.707921165,0,0,0,0.214122,0.925543226,0.002032,0.0014224,48.8857143,1.87964892
2/27/2007,1.132673864,NA,4.6,4.304160682,4.19,3.47,0.764554858,0,0,0,0.2192655,0.91411425,0,0.0014224,57.2285714,1.772957176
2/28/2007,1.217624403,NA,4.4,4.757230227,4.16,3.68,0.849505398,0,0,0,0.2268855,1.03679625,0,0.0023368,52.5428571,3.107575231
3/1/2007,1.24594125,NA,4.4,5.266933466,4.15,3.873333333,0.849505398,0,0,0,0.228981,1.0022205,0,0.0021336,29.5428571,3.906969522
3/2/2007,1.24594125,NA,3.65,5.465151392,4.18,4.016666667,0.877822244,0,0,0,0.22844125,1.00682425,0,0.0022352,28.7285714,3.544162809
3/3/2007,1.217624403,NA,4.15,5.550101932,4.18,4.146666667,0.877822244,0,0,0,0.223774,0.93183075,0.000635,0.0022352,35.5428571,3.809380787
3/4/2007,1.189307557,NA,4.55,5.465151392,4.19,4.33,0.906139091,0,0,0,0.22215475,0.92541725,0.00127,0.0022352,37.2142857,2.137307099
3/5/2007,1.274258097,NA,5.75,5.550101932,4.17,4.546666667,0.906139091,0,0,0,0.2284095,0.950976,4.23E-05,0.0024384,37.3857143,1.565690586
3/6/2007,1.387525483,2.35,6.95,5.889904091,4.13,4.8,0.934455937,0,0,0,0.2370455,0.978408,0,0.0026416,40.0285714,1.486118827
3/7/2007,1.302574943,2.36,8.45,6.286339943,4.09,5.056666667,0.962772784,0,0,0,0.2299335,0.9920605,0,0.0027432,34.4285714,1.721143904
3/8/2007,1.387525483,2.37,8.2,6.711092642,4.06,5.313333333,0.877822244,0,0,0,0.23866475,0.9994265,0,0.0035052,36.1285714,1.891747685
3/9/2007,1.444159176,2.38,9.15,7.022577954,4,5.593333333,0.764554858,0,0,0,0.2437765,1.009904,0.000423333,0.0019304,32.1714286,2.975345293
3/10/2007,1.41584233,2.38,8.6,7.22079588,4,5.863333333,0.679604318,0,0,0,0.24183975,1.0059035,0.001016,0.0023368,45.6,1.872118056
3/11/2007,1.41584233,2.38,9.7,7.39069696,4.01,6.136666667,0.707921165,0,0,0,0.24006313,1.009219304,0.000127,0.003048,49.4857143,2.556927083
3/12/2007,1.359208636,2.39,10.25,7.588914886,3.97,6.43,0.679604318,0,0,0,0.23625175,1.0083165,0,0.0035052,12.8142857,1.832384259
3/13/2007,1.33089179,2.39,12.2,7.419013807,4.05,6.733333333,0.566336932,0,0,0,0.23275925,0.99983925,0,0.0029464,14.7857143,1.554421296
3/14/2007,1.217624403,2.39,10.6,7.135845341,4.07,7.023333333,0.538020085,0,0,0,0.2191385,0.989711,0,0.0019812,25.4,2.584532407
3/15/2007,0.821188551,2.39,10.7,6.739409488,4.09,7.313333333,0.538020085,0,0,0,0.1712595,0.9719945,0,0.004318,34.0714286,3.40910108
